"","P.A.","P..A.","P.B.","P..B.","P.A.B.","P.A..B.","P..A.B.","P..B..A.","P.A.B..1","P.A..B..1","P..A.B..1","P..B..A..1"
"1",0,1,0,1,0,0,0,1,0,1,1,1
"2",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"3",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"4",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"5",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"6",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"7",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"8",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"9",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"10",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"11",1,0,0,1,0,1,0,0,1,1,0,1
"12",0,1,0,1,0,0,0,1,0,1,1,1
"13",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"14",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"15",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"16",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"17",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"18",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"19",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"20",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"21",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"22",1,0,0,1,0,1,0,0,1,1,0,1
"23",0,1,0,1,0,0,0,1,0,1,1,1
"24",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"25",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"26",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"27",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"28",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"29",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"30",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"31",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"32",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"33",1,0,0,1,0,1,0,0,1,1,0,1
"34",0,1,0,1,0,0,0,1,0,1,1,1
"35",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"36",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"37",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"38",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"39",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"40",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"41",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"42",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"43",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"44",1,0,0,1,0,1,0,0,1,1,0,1
"45",0,1,0,1,0,0,0,1,0,1,1,1
"46",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"47",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"48",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"49",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"50",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"51",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"52",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"53",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"54",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"55",1,0,0,1,0,1,0,0,1,1,0,1
"56",0,1,0,1,0,0,0,1,0,1,1,1
"57",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"58",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"59",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"60",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"61",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"62",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"63",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"64",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"65",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"66",1,0,0,1,0,1,0,0,1,1,0,1
"67",0,1,0,1,0,0,0,1,0,1,1,1
"68",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"69",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"70",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"71",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"72",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"73",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"74",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"75",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"76",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"77",1,0,0,1,0,1,0,0,1,1,0,1
"78",0,1,0,1,0,0,0,1,0,1,1,1
"79",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"80",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"81",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"82",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"83",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"84",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"85",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"86",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"87",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"88",1,0,0,1,0,1,0,0,1,1,0,1
"89",0,1,0,1,0,0,0,1,0,1,1,1
"90",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"91",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"92",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"93",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"94",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"95",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"96",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"97",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"98",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"99",1,0,0,1,0,1,0,0,1,1,0,1
"100",0,1,0,1,0,0,0,1,0,1,1,1
"101",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"102",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"103",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"104",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"105",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"106",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"107",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"108",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"109",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"110",1,0,0,1,0,1,0,0,1,1,0,1
"111",0,1,0,1,0,0,0,1,0,1,1,1
"112",0.1,0.9,0,1,0,0.1,0,0.9,0.1,1,0.9,1
"113",0.2,0.8,0,1,0,0.2,0,0.8,0.2,1,0.8,1
"114",0.3,0.7,0,1,0,0.3,0,0.7,0.3,1,0.7,1
"115",0.4,0.6,0,1,0,0.4,0,0.6,0.4,1,0.6,1
"116",0.5,0.5,0,1,0,0.5,0,0.5,0.5,1,0.5,1
"117",0.6,0.4,0,1,0,0.6,0,0.4,0.6,1,0.4,1
"118",0.7,0.3,0,1,0,0.7,0,0.3,0.7,1,0.3,1
"119",0.8,0.2,0,1,0,0.8,0,0.2,0.8,1,0.2,1
"120",0.9,0.1,0,1,0,0.9,0,0.1,0.9,1,0.1,1
"121",1,0,0,1,0,1,0,0,1,1,0,1
"122",0,1,0.1,0.9,0,0,0.1,0.9,0.1,0.9,1,1
"123",0.09,0.91,0.1,0.9,0,0.09,0.1,0.81,0.19,0.9,0.91,1
"124",0.18,0.82,0.1,0.9,0,0.18,0.1,0.72,0.28,0.9,0.82,1
"125",0.27,0.73,0.1,0.9,0,0.27,0.1,0.63,0.37,0.9,0.73,1
"126",0.36,0.64,0.1,0.9,0,0.36,0.1,0.54,0.46,0.9,0.64,1
"127",0.45,0.55,0.1,0.9,0,0.45,0.1,0.45,0.55,0.9,0.55,1
"128",0.54,0.46,0.1,0.9,0,0.54,0.1,0.36,0.64,0.9,0.46,1
"129",0.63,0.37,0.1,0.9,0,0.63,0.1,0.27,0.73,0.9,0.37,1
"130",0.72,0.28,0.1,0.9,0,0.72,0.1,0.18,0.82,0.9,0.28,1
"131",0.81,0.19,0.1,0.9,0,0.81,0.1,0.09,0.91,0.9,0.19,1
"132",0.9,0.1,0.1,0.9,0,0.9,0.1,0,1,0.9,0.1,1
"133",0.01,0.99,0.1,0.9,0.01,0,0.09,0.9,0.1,0.91,1,0.99
"134",0.1,0.9,0.1,0.9,0.01,0.09,0.09,0.81,0.19,0.91,0.91,0.99
"135",0.19,0.81,0.1,0.9,0.01,0.18,0.09,0.72,0.28,0.91,0.82,0.99
"136",0.28,0.72,0.1,0.9,0.01,0.27,0.09,0.63,0.37,0.91,0.73,0.99
"137",0.37,0.63,0.1,0.9,0.01,0.36,0.09,0.54,0.46,0.91,0.64,0.99
"138",0.46,0.54,0.1,0.9,0.01,0.45,0.09,0.45,0.55,0.91,0.55,0.99
"139",0.55,0.45,0.1,0.9,0.01,0.54,0.09,0.36,0.64,0.91,0.46,0.99
"140",0.64,0.36,0.1,0.9,0.01,0.63,0.09,0.27,0.73,0.91,0.37,0.99
"141",0.73,0.27,0.1,0.9,0.01,0.72,0.09,0.18,0.82,0.91,0.28,0.99
"142",0.82,0.18,0.1,0.9,0.01,0.81,0.09,0.09,0.91,0.91,0.19,0.99
"143",0.91,0.09,0.1,0.9,0.01,0.9,0.09,0,1,0.91,0.1,0.99
"144",0.02,0.98,0.1,0.9,0.02,0,0.08,0.9,0.1,0.92,1,0.98
"145",0.11,0.89,0.1,0.9,0.02,0.09,0.08,0.81,0.19,0.92,0.91,0.98
"146",0.2,0.8,0.1,0.9,0.02,0.18,0.08,0.72,0.28,0.92,0.82,0.98
"147",0.29,0.71,0.1,0.9,0.02,0.27,0.08,0.63,0.37,0.92,0.73,0.98
"148",0.38,0.62,0.1,0.9,0.02,0.36,0.08,0.54,0.46,0.92,0.64,0.98
"149",0.47,0.53,0.1,0.9,0.02,0.45,0.08,0.45,0.55,0.92,0.55,0.98
"150",0.56,0.44,0.1,0.9,0.02,0.54,0.08,0.36,0.64,0.92,0.46,0.98
"151",0.65,0.35,0.1,0.9,0.02,0.63,0.08,0.27,0.73,0.92,0.37,0.98
"152",0.74,0.26,0.1,0.9,0.02,0.72,0.08,0.18,0.82,0.92,0.28,0.98
"153",0.83,0.17,0.1,0.9,0.02,0.81,0.08,0.09,0.91,0.92,0.19,0.98
"154",0.92,0.08,0.1,0.9,0.02,0.9,0.08,0,1,0.92,0.1,0.98
"155",0.03,0.97,0.1,0.9,0.03,0,0.07,0.9,0.1,0.93,1,0.97
"156",0.12,0.88,0.1,0.9,0.03,0.09,0.07,0.81,0.19,0.93,0.91,0.97
"157",0.21,0.79,0.1,0.9,0.03,0.18,0.07,0.72,0.28,0.93,0.82,0.97
"158",0.3,0.7,0.1,0.9,0.03,0.27,0.07,0.63,0.37,0.93,0.73,0.97
"159",0.39,0.61,0.1,0.9,0.03,0.36,0.07,0.54,0.46,0.93,0.64,0.97
"160",0.48,0.52,0.1,0.9,0.03,0.45,0.07,0.45,0.55,0.93,0.55,0.97
"161",0.57,0.43,0.1,0.9,0.03,0.54,0.07,0.36,0.64,0.93,0.46,0.97
"162",0.66,0.34,0.1,0.9,0.03,0.63,0.07,0.27,0.73,0.93,0.37,0.97
"163",0.75,0.25,0.1,0.9,0.03,0.72,0.07,0.18,0.82,0.93,0.28,0.97
"164",0.84,0.16,0.1,0.9,0.03,0.81,0.07,0.09,0.91,0.93,0.19,0.97
"165",0.93,0.07,0.1,0.9,0.03,0.9,0.07,0,1,0.93,0.1,0.97
"166",0.04,0.96,0.1,0.9,0.04,0,0.06,0.9,0.1,0.94,1,0.96
"167",0.13,0.87,0.1,0.9,0.04,0.09,0.06,0.81,0.19,0.94,0.91,0.96
"168",0.22,0.78,0.1,0.9,0.04,0.18,0.06,0.72,0.28,0.94,0.82,0.96
"169",0.31,0.69,0.1,0.9,0.04,0.27,0.06,0.63,0.37,0.94,0.73,0.96
"170",0.4,0.6,0.1,0.9,0.04,0.36,0.06,0.54,0.46,0.94,0.64,0.96
"171",0.49,0.51,0.1,0.9,0.04,0.45,0.06,0.45,0.55,0.94,0.55,0.96
"172",0.58,0.42,0.1,0.9,0.04,0.54,0.06,0.36,0.64,0.94,0.46,0.96
"173",0.67,0.33,0.1,0.9,0.04,0.63,0.06,0.27,0.73,0.94,0.37,0.96
"174",0.76,0.24,0.1,0.9,0.04,0.72,0.06,0.18,0.82,0.94,0.28,0.96
"175",0.85,0.15,0.1,0.9,0.04,0.81,0.06,0.09,0.91,0.94,0.19,0.96
"176",0.94,0.0599999999999999,0.1,0.9,0.04,0.9,0.06,0,1,0.94,0.1,0.96
"177",0.05,0.95,0.1,0.9,0.05,0,0.05,0.9,0.1,0.95,1,0.95
"178",0.14,0.86,0.1,0.9,0.05,0.09,0.05,0.81,0.19,0.95,0.91,0.95
"179",0.23,0.77,0.1,0.9,0.05,0.18,0.05,0.72,0.28,0.95,0.82,0.95
"180",0.32,0.68,0.1,0.9,0.05,0.27,0.05,0.63,0.37,0.95,0.73,0.95
"181",0.41,0.59,0.1,0.9,0.05,0.36,0.05,0.54,0.46,0.95,0.64,0.95
"182",0.5,0.5,0.1,0.9,0.05,0.45,0.05,0.45,0.55,0.95,0.55,0.95
"183",0.59,0.41,0.1,0.9,0.05,0.54,0.05,0.36,0.64,0.95,0.46,0.95
"184",0.68,0.32,0.1,0.9,0.05,0.63,0.05,0.27,0.73,0.95,0.37,0.95
"185",0.77,0.23,0.1,0.9,0.05,0.72,0.05,0.18,0.82,0.95,0.28,0.95
"186",0.86,0.14,0.1,0.9,0.05,0.81,0.05,0.09,0.91,0.95,0.19,0.95
"187",0.95,0.0499999999999999,0.1,0.9,0.05,0.9,0.05,0,1,0.95,0.0999999999999999,0.95
"188",0.06,0.94,0.1,0.9,0.06,0,0.04,0.9,0.1,0.96,1,0.94
"189",0.15,0.85,0.1,0.9,0.06,0.09,0.04,0.81,0.19,0.96,0.91,0.94
"190",0.24,0.76,0.1,0.9,0.06,0.18,0.04,0.72,0.28,0.96,0.82,0.94
"191",0.33,0.67,0.1,0.9,0.06,0.27,0.04,0.63,0.37,0.96,0.73,0.94
"192",0.42,0.58,0.1,0.9,0.06,0.36,0.04,0.54,0.46,0.96,0.64,0.94
"193",0.51,0.49,0.1,0.9,0.06,0.45,0.04,0.45,0.55,0.96,0.55,0.94
"194",0.6,0.4,0.1,0.9,0.06,0.54,0.04,0.36,0.64,0.96,0.46,0.94
"195",0.69,0.31,0.1,0.9,0.06,0.63,0.04,0.27,0.73,0.96,0.37,0.94
"196",0.78,0.22,0.1,0.9,0.06,0.72,0.04,0.18,0.82,0.96,0.28,0.94
"197",0.87,0.13,0.1,0.9,0.06,0.81,0.04,0.09,0.91,0.96,0.19,0.94
"198",0.96,0.0399999999999999,0.1,0.9,0.06,0.9,0.04,0,1,0.96,0.1,0.94
"199",0.07,0.93,0.1,0.9,0.07,0,0.03,0.9,0.1,0.97,1,0.93
"200",0.16,0.84,0.1,0.9,0.07,0.09,0.03,0.81,0.19,0.97,0.91,0.93
"201",0.25,0.75,0.1,0.9,0.07,0.18,0.03,0.72,0.28,0.97,0.82,0.93
"202",0.34,0.66,0.1,0.9,0.07,0.27,0.03,0.63,0.37,0.97,0.73,0.93
"203",0.43,0.57,0.1,0.9,0.07,0.36,0.03,0.54,0.46,0.97,0.64,0.93
"204",0.52,0.48,0.1,0.9,0.07,0.45,0.03,0.45,0.55,0.97,0.55,0.93
"205",0.61,0.39,0.1,0.9,0.07,0.54,0.03,0.36,0.64,0.97,0.46,0.93
"206",0.7,0.3,0.1,0.9,0.07,0.63,0.03,0.27,0.73,0.97,0.37,0.93
"207",0.79,0.21,0.1,0.9,0.07,0.72,0.03,0.18,0.82,0.97,0.28,0.93
"208",0.88,0.12,0.1,0.9,0.07,0.81,0.03,0.09,0.91,0.97,0.19,0.93
"209",0.97,0.03,0.1,0.9,0.07,0.9,0.03,0,1,0.97,0.1,0.93
"210",0.08,0.92,0.1,0.9,0.08,0,0.02,0.9,0.1,0.98,1,0.92
"211",0.17,0.83,0.1,0.9,0.08,0.09,0.02,0.81,0.19,0.98,0.91,0.92
"212",0.26,0.74,0.1,0.9,0.08,0.18,0.02,0.72,0.28,0.98,0.82,0.92
"213",0.35,0.65,0.1,0.9,0.08,0.27,0.02,0.63,0.37,0.98,0.73,0.92
"214",0.44,0.56,0.1,0.9,0.08,0.36,0.02,0.54,0.46,0.98,0.64,0.92
"215",0.53,0.47,0.1,0.9,0.08,0.45,0.02,0.45,0.55,0.98,0.55,0.92
"216",0.62,0.38,0.1,0.9,0.08,0.54,0.02,0.36,0.64,0.98,0.46,0.92
"217",0.71,0.29,0.1,0.9,0.08,0.63,0.02,0.27,0.73,0.98,0.37,0.92
"218",0.8,0.2,0.1,0.9,0.08,0.72,0.02,0.18,0.82,0.98,0.28,0.92
"219",0.89,0.11,0.1,0.9,0.08,0.81,0.02,0.09,0.91,0.98,0.19,0.92
"220",0.98,0.02,0.1,0.9,0.08,0.9,0.02,0,1,0.98,0.1,0.92
"221",0.09,0.91,0.1,0.9,0.09,0,0.01,0.9,0.1,0.99,1,0.91
"222",0.18,0.82,0.1,0.9,0.09,0.09,0.01,0.81,0.19,0.99,0.91,0.91
"223",0.27,0.73,0.1,0.9,0.09,0.18,0.01,0.72,0.28,0.99,0.82,0.91
"224",0.36,0.64,0.1,0.9,0.09,0.27,0.01,0.63,0.37,0.99,0.73,0.91
"225",0.45,0.55,0.1,0.9,0.09,0.36,0.01,0.54,0.46,0.99,0.64,0.91
"226",0.54,0.46,0.1,0.9,0.09,0.45,0.01,0.45,0.55,0.99,0.55,0.91
"227",0.63,0.37,0.1,0.9,0.09,0.54,0.01,0.36,0.64,0.99,0.46,0.91
"228",0.72,0.28,0.1,0.9,0.09,0.63,0.01,0.27,0.73,0.99,0.37,0.91
"229",0.81,0.19,0.1,0.9,0.09,0.72,0.01,0.18,0.82,0.99,0.28,0.91
"230",0.9,0.1,0.1,0.9,0.09,0.81,0.01,0.09,0.91,0.99,0.19,0.91
"231",0.99,0.01,0.1,0.9,0.09,0.9,0.01,0,1,0.99,0.1,0.91
"232",0.1,0.9,0.1,0.9,0.1,0,0,0.9,0.1,1,1,0.9
"233",0.19,0.81,0.1,0.9,0.1,0.09,1.38777878078145e-17,0.81,0.19,1,0.91,0.9
"234",0.28,0.72,0.1,0.9,0.1,0.18,0,0.72,0.28,1,0.82,0.9
"235",0.37,0.63,0.1,0.9,0.1,0.27,-1.38777878078145e-17,0.63,0.37,1,0.73,0.9
"236",0.46,0.54,0.1,0.9,0.1,0.36,0,0.54,0.46,1,0.64,0.9
"237",0.55,0.45,0.1,0.9,0.1,0.45,0,0.45,0.55,1,0.55,0.9
"238",0.64,0.36,0.1,0.9,0.1,0.54,0,0.36,0.64,1,0.46,0.9
"239",0.73,0.27,0.1,0.9,0.1,0.63,0,0.27,0.73,1,0.37,0.9
"240",0.82,0.18,0.1,0.9,0.1,0.72,0,0.18,0.82,1,0.28,0.9
"241",0.91,0.09,0.1,0.9,0.1,0.81,0,0.09,0.91,1,0.19,0.9
"242",1,0,0.1,0.9,0.1,0.9,0,0,1,1,0.1,0.9
"243",0,1,0.2,0.8,0,0,0.2,0.8,0.2,0.8,1,1
"244",0.08,0.92,0.2,0.8,0,0.08,0.2,0.72,0.28,0.8,0.92,1
"245",0.16,0.84,0.2,0.8,0,0.16,0.2,0.64,0.36,0.8,0.84,1
"246",0.24,0.76,0.2,0.8,0,0.24,0.2,0.56,0.44,0.8,0.76,1
"247",0.32,0.68,0.2,0.8,0,0.32,0.2,0.48,0.52,0.8,0.68,1
"248",0.4,0.6,0.2,0.8,0,0.4,0.2,0.4,0.6,0.8,0.6,1
"249",0.48,0.52,0.2,0.8,0,0.48,0.2,0.32,0.68,0.8,0.52,1
"250",0.56,0.44,0.2,0.8,0,0.56,0.2,0.24,0.76,0.8,0.44,1
"251",0.64,0.36,0.2,0.8,0,0.64,0.2,0.16,0.84,0.8,0.36,1
"252",0.72,0.28,0.2,0.8,0,0.72,0.2,0.08,0.92,0.8,0.28,1
"253",0.8,0.2,0.2,0.8,0,0.8,0.2,0,1,0.8,0.2,1
"254",0.02,0.98,0.2,0.8,0.02,0,0.18,0.8,0.2,0.82,1,0.98
"255",0.1,0.9,0.2,0.8,0.02,0.08,0.18,0.72,0.28,0.82,0.92,0.98
"256",0.18,0.82,0.2,0.8,0.02,0.16,0.18,0.64,0.36,0.82,0.84,0.98
"257",0.26,0.74,0.2,0.8,0.02,0.24,0.18,0.56,0.44,0.82,0.76,0.98
"258",0.34,0.66,0.2,0.8,0.02,0.32,0.18,0.48,0.52,0.82,0.68,0.98
"259",0.42,0.58,0.2,0.8,0.02,0.4,0.18,0.4,0.6,0.82,0.6,0.98
"260",0.5,0.5,0.2,0.8,0.02,0.48,0.18,0.32,0.68,0.82,0.52,0.98
"261",0.58,0.42,0.2,0.8,0.02,0.56,0.18,0.24,0.76,0.82,0.44,0.98
"262",0.66,0.34,0.2,0.8,0.02,0.64,0.18,0.16,0.84,0.82,0.36,0.98
"263",0.74,0.26,0.2,0.8,0.02,0.72,0.18,0.08,0.92,0.82,0.28,0.98
"264",0.82,0.18,0.2,0.8,0.02,0.8,0.18,0,1,0.82,0.2,0.98
"265",0.04,0.96,0.2,0.8,0.04,0,0.16,0.8,0.2,0.84,1,0.96
"266",0.12,0.88,0.2,0.8,0.04,0.08,0.16,0.72,0.28,0.84,0.92,0.96
"267",0.2,0.8,0.2,0.8,0.04,0.16,0.16,0.64,0.36,0.84,0.84,0.96
"268",0.28,0.72,0.2,0.8,0.04,0.24,0.16,0.56,0.44,0.84,0.76,0.96
"269",0.36,0.64,0.2,0.8,0.04,0.32,0.16,0.48,0.52,0.84,0.68,0.96
"270",0.44,0.56,0.2,0.8,0.04,0.4,0.16,0.4,0.6,0.84,0.6,0.96
"271",0.52,0.48,0.2,0.8,0.04,0.48,0.16,0.32,0.68,0.84,0.52,0.96
"272",0.6,0.4,0.2,0.8,0.04,0.56,0.16,0.24,0.76,0.84,0.44,0.96
"273",0.68,0.32,0.2,0.8,0.04,0.64,0.16,0.16,0.84,0.84,0.36,0.96
"274",0.76,0.24,0.2,0.8,0.04,0.72,0.16,0.08,0.92,0.84,0.28,0.96
"275",0.84,0.16,0.2,0.8,0.04,0.8,0.16,0,1,0.84,0.2,0.96
"276",0.06,0.94,0.2,0.8,0.06,0,0.14,0.8,0.2,0.86,1,0.94
"277",0.14,0.86,0.2,0.8,0.06,0.08,0.14,0.72,0.28,0.86,0.92,0.94
"278",0.22,0.78,0.2,0.8,0.06,0.16,0.14,0.64,0.36,0.86,0.84,0.94
"279",0.3,0.7,0.2,0.8,0.06,0.24,0.14,0.56,0.44,0.86,0.76,0.94
"280",0.38,0.62,0.2,0.8,0.06,0.32,0.14,0.48,0.52,0.86,0.68,0.94
"281",0.46,0.54,0.2,0.8,0.06,0.4,0.14,0.4,0.6,0.86,0.6,0.94
"282",0.54,0.46,0.2,0.8,0.06,0.48,0.14,0.32,0.68,0.86,0.52,0.94
"283",0.62,0.38,0.2,0.8,0.06,0.56,0.14,0.24,0.76,0.86,0.44,0.94
"284",0.7,0.3,0.2,0.8,0.06,0.64,0.14,0.16,0.84,0.86,0.36,0.94
"285",0.78,0.22,0.2,0.8,0.06,0.72,0.14,0.08,0.92,0.86,0.28,0.94
"286",0.86,0.14,0.2,0.8,0.06,0.8,0.14,0,1,0.86,0.2,0.94
"287",0.08,0.92,0.2,0.8,0.08,0,0.12,0.8,0.2,0.88,1,0.92
"288",0.16,0.84,0.2,0.8,0.08,0.08,0.12,0.72,0.28,0.88,0.92,0.92
"289",0.24,0.76,0.2,0.8,0.08,0.16,0.12,0.64,0.36,0.88,0.84,0.92
"290",0.32,0.68,0.2,0.8,0.08,0.24,0.12,0.56,0.44,0.88,0.76,0.92
"291",0.4,0.6,0.2,0.8,0.08,0.32,0.12,0.48,0.52,0.88,0.68,0.92
