"","P.A.","P..A.","P.B.","P..B.","P.A.B.","P.A..B.","P..A.B.","P..B..A.","P.A.B..1","P.A..B..1","P..A.B..1","P..B..A..1"
"292",0.48,0.52,0.2,0.8,0.08,0.4,0.12,0.4,0.6,0.88,0.6,0.92
"293",0.56,0.44,0.2,0.8,0.08,0.48,0.12,0.32,0.68,0.88,0.52,0.92
"294",0.64,0.36,0.2,0.8,0.08,0.56,0.12,0.24,0.76,0.88,0.44,0.92
"295",0.72,0.28,0.2,0.8,0.08,0.64,0.12,0.16,0.84,0.88,0.36,0.92
"296",0.8,0.2,0.2,0.8,0.08,0.72,0.12,0.08,0.92,0.88,0.28,0.92
"297",0.88,0.12,0.2,0.8,0.08,0.8,0.12,0,1,0.88,0.2,0.92
"298",0.1,0.9,0.2,0.8,0.1,0,0.1,0.8,0.2,0.9,1,0.9
"299",0.18,0.82,0.2,0.8,0.1,0.08,0.1,0.72,0.28,0.9,0.92,0.9
"300",0.26,0.74,0.2,0.8,0.1,0.16,0.1,0.64,0.36,0.9,0.84,0.9
"301",0.34,0.66,0.2,0.8,0.1,0.24,0.1,0.56,0.44,0.9,0.76,0.9
"302",0.42,0.58,0.2,0.8,0.1,0.32,0.1,0.48,0.52,0.9,0.68,0.9
"303",0.5,0.5,0.2,0.8,0.1,0.4,0.1,0.4,0.6,0.9,0.6,0.9
"304",0.58,0.42,0.2,0.8,0.1,0.48,0.1,0.32,0.68,0.9,0.52,0.9
"305",0.66,0.34,0.2,0.8,0.1,0.56,0.1,0.24,0.76,0.9,0.44,0.9
"306",0.74,0.26,0.2,0.8,0.1,0.64,0.1,0.16,0.84,0.9,0.36,0.9
"307",0.82,0.18,0.2,0.8,0.1,0.72,0.1,0.08,0.92,0.9,0.28,0.9
"308",0.9,0.1,0.2,0.8,0.1,0.8,0.1,0,1,0.9,0.2,0.9
"309",0.12,0.88,0.2,0.8,0.12,0,0.08,0.8,0.2,0.92,1,0.88
"310",0.2,0.8,0.2,0.8,0.12,0.08,0.08,0.72,0.28,0.92,0.92,0.88
"311",0.28,0.72,0.2,0.8,0.12,0.16,0.08,0.64,0.36,0.92,0.84,0.88
"312",0.36,0.64,0.2,0.8,0.12,0.24,0.08,0.56,0.44,0.92,0.76,0.88
"313",0.44,0.56,0.2,0.8,0.12,0.32,0.08,0.48,0.52,0.92,0.68,0.88
"314",0.52,0.48,0.2,0.8,0.12,0.4,0.08,0.4,0.6,0.92,0.6,0.88
"315",0.6,0.4,0.2,0.8,0.12,0.48,0.08,0.32,0.68,0.92,0.52,0.88
"316",0.68,0.32,0.2,0.8,0.12,0.56,0.08,0.24,0.76,0.92,0.44,0.88
"317",0.76,0.24,0.2,0.8,0.12,0.64,0.08,0.16,0.84,0.92,0.36,0.88
"318",0.84,0.16,0.2,0.8,0.12,0.72,0.08,0.08,0.92,0.92,0.28,0.88
"319",0.92,0.08,0.2,0.8,0.12,0.8,0.08,0,1,0.92,0.2,0.88
"320",0.14,0.86,0.2,0.8,0.14,0,0.06,0.8,0.2,0.94,1,0.86
"321",0.22,0.78,0.2,0.8,0.14,0.08,0.06,0.72,0.28,0.94,0.92,0.86
"322",0.3,0.7,0.2,0.8,0.14,0.16,0.06,0.64,0.36,0.94,0.84,0.86
"323",0.38,0.62,0.2,0.8,0.14,0.24,0.06,0.56,0.44,0.94,0.76,0.86
"324",0.46,0.54,0.2,0.8,0.14,0.32,0.06,0.48,0.52,0.94,0.68,0.86
"325",0.54,0.46,0.2,0.8,0.14,0.4,0.06,0.4,0.6,0.94,0.6,0.86
"326",0.62,0.38,0.2,0.8,0.14,0.48,0.06,0.32,0.68,0.94,0.52,0.86
"327",0.7,0.3,0.2,0.8,0.14,0.56,0.06,0.24,0.76,0.94,0.44,0.86
"328",0.78,0.22,0.2,0.8,0.14,0.64,0.06,0.16,0.84,0.94,0.36,0.86
"329",0.86,0.14,0.2,0.8,0.14,0.72,0.06,0.08,0.92,0.94,0.28,0.86
"330",0.94,0.0599999999999999,0.2,0.8,0.14,0.8,0.06,0,1,0.94,0.2,0.86
"331",0.16,0.84,0.2,0.8,0.16,0,0.04,0.8,0.2,0.96,1,0.84
"332",0.24,0.76,0.2,0.8,0.16,0.08,0.04,0.72,0.28,0.96,0.92,0.84
"333",0.32,0.68,0.2,0.8,0.16,0.16,0.04,0.64,0.36,0.96,0.84,0.84
"334",0.4,0.6,0.2,0.8,0.16,0.24,0.04,0.56,0.44,0.96,0.76,0.84
"335",0.48,0.52,0.2,0.8,0.16,0.32,0.04,0.48,0.52,0.96,0.68,0.84
"336",0.56,0.44,0.2,0.8,0.16,0.4,0.04,0.4,0.6,0.96,0.6,0.84
"337",0.64,0.36,0.2,0.8,0.16,0.48,0.04,0.32,0.68,0.96,0.52,0.84
"338",0.72,0.28,0.2,0.8,0.16,0.56,0.04,0.24,0.76,0.96,0.44,0.84
"339",0.8,0.2,0.2,0.8,0.16,0.64,0.04,0.16,0.84,0.96,0.36,0.84
"340",0.88,0.12,0.2,0.8,0.16,0.72,0.04,0.08,0.92,0.96,0.28,0.84
"341",0.96,0.0399999999999999,0.2,0.8,0.16,0.8,0.04,0,1,0.96,0.2,0.84
"342",0.18,0.82,0.2,0.8,0.18,0,0.02,0.8,0.2,0.98,1,0.82
"343",0.26,0.74,0.2,0.8,0.18,0.08,0.02,0.72,0.28,0.98,0.92,0.82
"344",0.34,0.66,0.2,0.8,0.18,0.16,0.02,0.64,0.36,0.98,0.84,0.82
"345",0.42,0.58,0.2,0.8,0.18,0.24,0.02,0.56,0.44,0.98,0.76,0.82
"346",0.5,0.5,0.2,0.8,0.18,0.32,0.02,0.48,0.52,0.98,0.68,0.82
"347",0.58,0.42,0.2,0.8,0.18,0.4,0.02,0.4,0.6,0.98,0.6,0.82
"348",0.66,0.34,0.2,0.8,0.18,0.48,0.02,0.32,0.68,0.98,0.52,0.82
"349",0.74,0.26,0.2,0.8,0.18,0.56,0.02,0.24,0.76,0.98,0.44,0.82
"350",0.82,0.18,0.2,0.8,0.18,0.64,0.02,0.16,0.84,0.98,0.36,0.82
"351",0.9,0.0999999999999999,0.2,0.8,0.18,0.72,0.02,0.08,0.92,0.98,0.28,0.82
"352",0.98,0.0199999999999999,0.2,0.8,0.18,0.8,0.02,0,1,0.98,0.2,0.82
"353",0.2,0.8,0.2,0.8,0.2,0,0,0.8,0.2,1,1,0.8
"354",0.28,0.72,0.2,0.8,0.2,0.08,0,0.72,0.28,1,0.92,0.8
"355",0.36,0.64,0.2,0.8,0.2,0.16,2.77555756156289e-17,0.64,0.36,1,0.84,0.8
"356",0.44,0.56,0.2,0.8,0.2,0.24,0,0.56,0.44,1,0.76,0.8
"357",0.52,0.48,0.2,0.8,0.2,0.32,0,0.48,0.52,1,0.68,0.8
"358",0.6,0.4,0.2,0.8,0.2,0.4,0,0.4,0.6,1,0.6,0.8
"359",0.68,0.32,0.2,0.8,0.2,0.48,0,0.32,0.68,1,0.52,0.8
"360",0.76,0.24,0.2,0.8,0.2,0.56,2.77555756156289e-17,0.24,0.76,1,0.44,0.8
"361",0.84,0.16,0.2,0.8,0.2,0.64,0,0.16,0.84,1,0.36,0.8
"362",0.92,0.0799999999999998,0.2,0.8,0.2,0.72,0,0.08,0.92,1,0.28,0.8
"363",1,0,0.2,0.8,0.2,0.8,0,0,1,1,0.2,0.8
"364",0,1,0.3,0.7,0,0,0.3,0.7,0.3,0.7,1,1
"365",0.07,0.93,0.3,0.7,0,0.07,0.3,0.63,0.37,0.7,0.93,1
"366",0.14,0.86,0.3,0.7,0,0.14,0.3,0.56,0.44,0.7,0.86,1
"367",0.21,0.79,0.3,0.7,0,0.21,0.3,0.49,0.51,0.7,0.79,1
"368",0.28,0.72,0.3,0.7,0,0.28,0.3,0.42,0.58,0.7,0.72,1
"369",0.35,0.65,0.3,0.7,0,0.35,0.3,0.35,0.65,0.7,0.65,1
"370",0.42,0.58,0.3,0.7,0,0.42,0.3,0.28,0.72,0.7,0.58,1
"371",0.49,0.51,0.3,0.7,0,0.49,0.3,0.21,0.79,0.7,0.51,1
"372",0.56,0.44,0.3,0.7,0,0.56,0.3,0.14,0.86,0.7,0.44,1
"373",0.63,0.37,0.3,0.7,0,0.63,0.3,0.07,0.93,0.7,0.37,1
"374",0.7,0.3,0.3,0.7,0,0.7,0.3,0,1,0.7,0.3,1
"375",0.03,0.97,0.3,0.7,0.03,0,0.27,0.7,0.3,0.73,1,0.97
"376",0.1,0.9,0.3,0.7,0.03,0.07,0.27,0.63,0.37,0.73,0.93,0.97
"377",0.17,0.83,0.3,0.7,0.03,0.14,0.27,0.56,0.44,0.73,0.86,0.97
"378",0.24,0.76,0.3,0.7,0.03,0.21,0.27,0.49,0.51,0.73,0.79,0.97
"379",0.31,0.69,0.3,0.7,0.03,0.28,0.27,0.42,0.58,0.73,0.72,0.97
"380",0.38,0.62,0.3,0.7,0.03,0.35,0.27,0.35,0.65,0.73,0.65,0.97
"381",0.45,0.55,0.3,0.7,0.03,0.42,0.27,0.28,0.72,0.73,0.58,0.97
"382",0.52,0.48,0.3,0.7,0.03,0.49,0.27,0.21,0.79,0.73,0.51,0.97
"383",0.59,0.41,0.3,0.7,0.03,0.56,0.27,0.14,0.86,0.73,0.44,0.97
"384",0.66,0.34,0.3,0.7,0.03,0.63,0.27,0.07,0.93,0.73,0.37,0.97
"385",0.73,0.27,0.3,0.7,0.03,0.7,0.27,0,1,0.73,0.3,0.97
"386",0.06,0.94,0.3,0.7,0.06,0,0.24,0.7,0.3,0.76,1,0.94
"387",0.13,0.87,0.3,0.7,0.06,0.07,0.24,0.63,0.37,0.76,0.93,0.94
"388",0.2,0.8,0.3,0.7,0.06,0.14,0.24,0.56,0.44,0.76,0.86,0.94
"389",0.27,0.73,0.3,0.7,0.06,0.21,0.24,0.49,0.51,0.76,0.79,0.94
"390",0.34,0.66,0.3,0.7,0.06,0.28,0.24,0.42,0.58,0.76,0.72,0.94
"391",0.41,0.59,0.3,0.7,0.06,0.35,0.24,0.35,0.65,0.76,0.65,0.94
"392",0.48,0.52,0.3,0.7,0.06,0.42,0.24,0.28,0.72,0.76,0.58,0.94
"393",0.55,0.45,0.3,0.7,0.06,0.49,0.24,0.21,0.79,0.76,0.51,0.94
"394",0.62,0.38,0.3,0.7,0.06,0.56,0.24,0.14,0.86,0.76,0.44,0.94
"395",0.69,0.31,0.3,0.7,0.06,0.63,0.24,0.07,0.93,0.76,0.37,0.94
"396",0.76,0.24,0.3,0.7,0.06,0.7,0.24,0,1,0.76,0.3,0.94
"397",0.09,0.91,0.3,0.7,0.09,0,0.21,0.7,0.3,0.79,1,0.91
"398",0.16,0.84,0.3,0.7,0.09,0.07,0.21,0.63,0.37,0.79,0.93,0.91
"399",0.23,0.77,0.3,0.7,0.09,0.14,0.21,0.56,0.44,0.79,0.86,0.91
"400",0.3,0.7,0.3,0.7,0.09,0.21,0.21,0.49,0.51,0.79,0.79,0.91
"401",0.37,0.63,0.3,0.7,0.09,0.28,0.21,0.42,0.58,0.79,0.72,0.91
"402",0.44,0.56,0.3,0.7,0.09,0.35,0.21,0.35,0.65,0.79,0.65,0.91
"403",0.51,0.49,0.3,0.7,0.09,0.42,0.21,0.28,0.72,0.79,0.58,0.91
"404",0.58,0.42,0.3,0.7,0.09,0.49,0.21,0.21,0.79,0.79,0.51,0.91
"405",0.65,0.35,0.3,0.7,0.09,0.56,0.21,0.14,0.86,0.79,0.44,0.91
"406",0.72,0.28,0.3,0.7,0.09,0.63,0.21,0.07,0.93,0.79,0.37,0.91
"407",0.79,0.21,0.3,0.7,0.09,0.7,0.21,0,1,0.79,0.3,0.91
"408",0.12,0.88,0.3,0.7,0.12,0,0.18,0.7,0.3,0.82,1,0.88
"409",0.19,0.81,0.3,0.7,0.12,0.07,0.18,0.63,0.37,0.82,0.93,0.88
"410",0.26,0.74,0.3,0.7,0.12,0.14,0.18,0.56,0.44,0.82,0.86,0.88
"411",0.33,0.67,0.3,0.7,0.12,0.21,0.18,0.49,0.51,0.82,0.79,0.88
"412",0.4,0.6,0.3,0.7,0.12,0.28,0.18,0.42,0.58,0.82,0.72,0.88
"413",0.47,0.53,0.3,0.7,0.12,0.35,0.18,0.35,0.65,0.82,0.65,0.88
"414",0.54,0.46,0.3,0.7,0.12,0.42,0.18,0.28,0.72,0.82,0.58,0.88
"415",0.61,0.39,0.3,0.7,0.12,0.49,0.18,0.21,0.79,0.82,0.51,0.88
"416",0.68,0.32,0.3,0.7,0.12,0.56,0.18,0.14,0.86,0.82,0.44,0.88
"417",0.75,0.25,0.3,0.7,0.12,0.63,0.18,0.07,0.93,0.82,0.37,0.88
"418",0.82,0.18,0.3,0.7,0.12,0.7,0.18,0,1,0.82,0.3,0.88
"419",0.15,0.85,0.3,0.7,0.15,0,0.15,0.7,0.3,0.85,1,0.85
"420",0.22,0.78,0.3,0.7,0.15,0.07,0.15,0.63,0.37,0.85,0.93,0.85
"421",0.29,0.71,0.3,0.7,0.15,0.14,0.15,0.56,0.44,0.85,0.86,0.85
"422",0.36,0.64,0.3,0.7,0.15,0.21,0.15,0.49,0.51,0.85,0.79,0.85
"423",0.43,0.57,0.3,0.7,0.15,0.28,0.15,0.42,0.58,0.85,0.72,0.85
"424",0.5,0.5,0.3,0.7,0.15,0.35,0.15,0.35,0.65,0.85,0.65,0.85
"425",0.57,0.43,0.3,0.7,0.15,0.42,0.15,0.28,0.72,0.85,0.58,0.85
"426",0.64,0.36,0.3,0.7,0.15,0.49,0.15,0.21,0.79,0.85,0.51,0.85
"427",0.71,0.29,0.3,0.7,0.15,0.56,0.15,0.14,0.86,0.85,0.44,0.85
"428",0.78,0.22,0.3,0.7,0.15,0.63,0.15,0.07,0.93,0.85,0.37,0.85
"429",0.85,0.15,0.3,0.7,0.15,0.7,0.15,0,1,0.85,0.3,0.85
"430",0.18,0.82,0.3,0.7,0.18,0,0.12,0.7,0.3,0.88,1,0.82
"431",0.25,0.75,0.3,0.7,0.18,0.07,0.12,0.63,0.37,0.88,0.93,0.82
"432",0.32,0.68,0.3,0.7,0.18,0.14,0.12,0.56,0.44,0.88,0.86,0.82
"433",0.39,0.61,0.3,0.7,0.18,0.21,0.12,0.49,0.51,0.88,0.79,0.82
"434",0.46,0.54,0.3,0.7,0.18,0.28,0.12,0.42,0.58,0.88,0.72,0.82
"435",0.53,0.47,0.3,0.7,0.18,0.35,0.12,0.35,0.65,0.88,0.65,0.82
"436",0.6,0.4,0.3,0.7,0.18,0.42,0.12,0.28,0.72,0.88,0.58,0.82
"437",0.67,0.33,0.3,0.7,0.18,0.49,0.12,0.21,0.79,0.88,0.51,0.82
"438",0.74,0.26,0.3,0.7,0.18,0.56,0.12,0.14,0.86,0.88,0.44,0.82
"439",0.81,0.19,0.3,0.7,0.18,0.63,0.12,0.07,0.93,0.88,0.37,0.82
"440",0.88,0.12,0.3,0.7,0.18,0.7,0.12,0,1,0.88,0.3,0.82
"441",0.21,0.79,0.3,0.7,0.21,0,0.09,0.7,0.3,0.91,1,0.79
"442",0.28,0.72,0.3,0.7,0.21,0.07,0.09,0.63,0.37,0.91,0.93,0.79
"443",0.35,0.65,0.3,0.7,0.21,0.14,0.09,0.56,0.44,0.91,0.86,0.79
"444",0.42,0.58,0.3,0.7,0.21,0.21,0.09,0.49,0.51,0.91,0.79,0.79
"445",0.49,0.51,0.3,0.7,0.21,0.28,0.09,0.42,0.58,0.91,0.72,0.79
"446",0.56,0.44,0.3,0.7,0.21,0.35,0.09,0.35,0.65,0.91,0.65,0.79
"447",0.63,0.37,0.3,0.7,0.21,0.42,0.09,0.28,0.72,0.91,0.58,0.79
"448",0.7,0.3,0.3,0.7,0.21,0.49,0.09,0.21,0.79,0.91,0.51,0.79
"449",0.77,0.23,0.3,0.7,0.21,0.56,0.09,0.14,0.86,0.91,0.44,0.79
"450",0.84,0.16,0.3,0.7,0.21,0.63,0.09,0.07,0.93,0.91,0.37,0.79
"451",0.91,0.09,0.3,0.7,0.21,0.7,0.09,0,1,0.91,0.3,0.79
"452",0.24,0.76,0.3,0.7,0.24,0,0.06,0.7,0.3,0.94,1,0.76
"453",0.31,0.69,0.3,0.7,0.24,0.07,0.06,0.63,0.37,0.94,0.93,0.76
"454",0.38,0.62,0.3,0.7,0.24,0.14,0.06,0.56,0.44,0.94,0.86,0.76
"455",0.45,0.55,0.3,0.7,0.24,0.21,0.06,0.49,0.51,0.94,0.79,0.76
"456",0.52,0.48,0.3,0.7,0.24,0.28,0.06,0.42,0.58,0.94,0.72,0.76
"457",0.59,0.41,0.3,0.7,0.24,0.35,0.06,0.35,0.65,0.94,0.65,0.76
"458",0.66,0.34,0.3,0.7,0.24,0.42,0.06,0.28,0.72,0.94,0.58,0.76
"459",0.73,0.27,0.3,0.7,0.24,0.49,0.06,0.21,0.79,0.94,0.51,0.76
"460",0.8,0.2,0.3,0.7,0.24,0.56,0.06,0.14,0.86,0.94,0.44,0.76
"461",0.87,0.13,0.3,0.7,0.24,0.63,0.06,0.07,0.93,0.94,0.37,0.76
"462",0.94,0.0600000000000001,0.3,0.7,0.24,0.7,0.06,0,1,0.94,0.3,0.76
"463",0.27,0.73,0.3,0.7,0.27,0,0.03,0.7,0.3,0.97,1,0.73
"464",0.34,0.66,0.3,0.7,0.27,0.07,0.03,0.63,0.37,0.97,0.93,0.73
"465",0.41,0.59,0.3,0.7,0.27,0.14,0.03,0.56,0.44,0.97,0.86,0.73
"466",0.48,0.52,0.3,0.7,0.27,0.21,0.03,0.49,0.51,0.97,0.79,0.73
"467",0.55,0.45,0.3,0.7,0.27,0.28,0.03,0.42,0.58,0.97,0.72,0.73
"468",0.62,0.38,0.3,0.7,0.27,0.35,0.03,0.35,0.65,0.97,0.65,0.73
"469",0.69,0.31,0.3,0.7,0.27,0.42,0.03,0.28,0.72,0.97,0.58,0.73
"470",0.76,0.24,0.3,0.7,0.27,0.49,0.03,0.21,0.79,0.97,0.51,0.73
"471",0.83,0.17,0.3,0.7,0.27,0.56,0.03,0.14,0.86,0.97,0.44,0.73
"472",0.9,0.0999999999999999,0.3,0.7,0.27,0.63,0.03,0.07,0.93,0.97,0.37,0.73
"473",0.97,0.03,0.3,0.7,0.27,0.7,0.03,0,1,0.97,0.3,0.73
"474",0.3,0.7,0.3,0.7,0.3,0,0,0.7,0.3,1,1,0.7
"475",0.37,0.63,0.3,0.7,0.3,0.07,0,0.63,0.37,1,0.93,0.7
"476",0.44,0.56,0.3,0.7,0.3,0.14,0,0.56,0.44,1,0.86,0.7
"477",0.51,0.49,0.3,0.7,0.3,0.21,0,0.49,0.51,1,0.79,0.7
"478",0.58,0.42,0.3,0.7,0.3,0.28,0,0.42,0.58,1,0.72,0.7
"479",0.65,0.35,0.3,0.7,0.3,0.35,0,0.35,0.65,1,0.65,0.7
"480",0.72,0.28,0.3,0.7,0.3,0.42,0,0.28,0.72,1,0.58,0.7
"481",0.79,0.21,0.3,0.7,0.3,0.49,0,0.21,0.79,1,0.51,0.7
"482",0.86,0.14,0.3,0.7,0.3,0.56,0,0.14,0.86,1,0.44,0.7
"483",0.93,0.07,0.3,0.7,0.3,0.63,0,0.07,0.93,1,0.37,0.7
"484",1,0,0.3,0.7,0.3,0.7,0,0,1,1,0.3,0.7
"485",0,1,0.4,0.6,0,0,0.4,0.6,0.4,0.6,1,1
"486",0.06,0.94,0.4,0.6,0,0.06,0.4,0.54,0.46,0.6,0.94,1
"487",0.12,0.88,0.4,0.6,0,0.12,0.4,0.48,0.52,0.6,0.88,1
"488",0.18,0.82,0.4,0.6,0,0.18,0.4,0.42,0.58,0.6,0.82,1
"489",0.24,0.76,0.4,0.6,0,0.24,0.4,0.36,0.64,0.6,0.76,1
"490",0.3,0.7,0.4,0.6,0,0.3,0.4,0.3,0.7,0.6,0.7,1
"491",0.36,0.64,0.4,0.6,0,0.36,0.4,0.24,0.76,0.6,0.64,1
"492",0.42,0.58,0.4,0.6,0,0.42,0.4,0.18,0.82,0.6,0.58,1
"493",0.48,0.52,0.4,0.6,0,0.48,0.4,0.12,0.88,0.6,0.52,1
"494",0.54,0.46,0.4,0.6,0,0.54,0.4,0.0599999999999999,0.94,0.6,0.46,1
"495",0.6,0.4,0.4,0.6,0,0.6,0.4,0,1,0.6,0.4,1
"496",0.04,0.96,0.4,0.6,0.04,0,0.36,0.6,0.4,0.64,1,0.96
"497",0.1,0.9,0.4,0.6,0.04,0.06,0.36,0.54,0.46,0.64,0.94,0.96
"498",0.16,0.84,0.4,0.6,0.04,0.12,0.36,0.48,0.52,0.64,0.88,0.96
"499",0.22,0.78,0.4,0.6,0.04,0.18,0.36,0.42,0.58,0.64,0.82,0.96
"500",0.28,0.72,0.4,0.6,0.04,0.24,0.36,0.36,0.64,0.64,0.76,0.96
"501",0.34,0.66,0.4,0.6,0.04,0.3,0.36,0.3,0.7,0.64,0.7,0.96
"502",0.4,0.6,0.4,0.6,0.04,0.36,0.36,0.24,0.76,0.64,0.64,0.96
"503",0.46,0.54,0.4,0.6,0.04,0.42,0.36,0.18,0.82,0.64,0.58,0.96
"504",0.52,0.48,0.4,0.6,0.04,0.48,0.36,0.12,0.88,0.64,0.52,0.96
"505",0.58,0.42,0.4,0.6,0.04,0.54,0.36,0.0599999999999999,0.94,0.64,0.46,0.96
"506",0.64,0.36,0.4,0.6,0.04,0.6,0.36,0,1,0.64,0.4,0.96
"507",0.08,0.92,0.4,0.6,0.08,0,0.32,0.6,0.4,0.68,1,0.92
"508",0.14,0.86,0.4,0.6,0.08,0.06,0.32,0.54,0.46,0.68,0.94,0.92
"509",0.2,0.8,0.4,0.6,0.08,0.12,0.32,0.48,0.52,0.68,0.88,0.92
"510",0.26,0.74,0.4,0.6,0.08,0.18,0.32,0.42,0.58,0.68,0.82,0.92
"511",0.32,0.68,0.4,0.6,0.08,0.24,0.32,0.36,0.64,0.68,0.76,0.92
"512",0.38,0.62,0.4,0.6,0.08,0.3,0.32,0.3,0.7,0.68,0.7,0.92
"513",0.44,0.56,0.4,0.6,0.08,0.36,0.32,0.24,0.76,0.68,0.64,0.92
"514",0.5,0.5,0.4,0.6,0.08,0.42,0.32,0.18,0.82,0.68,0.58,0.92
"515",0.56,0.44,0.4,0.6,0.08,0.48,0.32,0.12,0.88,0.68,0.52,0.92
"516",0.62,0.38,0.4,0.6,0.08,0.54,0.32,0.0599999999999999,0.94,0.68,0.46,0.92
"517",0.68,0.32,0.4,0.6,0.08,0.6,0.32,0,1,0.68,0.4,0.92
"518",0.12,0.88,0.4,0.6,0.12,0,0.28,0.6,0.4,0.72,1,0.88
"519",0.18,0.82,0.4,0.6,0.12,0.06,0.28,0.54,0.46,0.72,0.94,0.88
"520",0.24,0.76,0.4,0.6,0.12,0.12,0.28,0.48,0.52,0.72,0.88,0.88
"521",0.3,0.7,0.4,0.6,0.12,0.18,0.28,0.42,0.58,0.72,0.82,0.88
"522",0.36,0.64,0.4,0.6,0.12,0.24,0.28,0.36,0.64,0.72,0.76,0.88
"523",0.42,0.58,0.4,0.6,0.12,0.3,0.28,0.3,0.7,0.72,0.7,0.88
"524",0.48,0.52,0.4,0.6,0.12,0.36,0.28,0.24,0.76,0.72,0.64,0.88
"525",0.54,0.46,0.4,0.6,0.12,0.42,0.28,0.18,0.82,0.72,0.58,0.88
"526",0.6,0.4,0.4,0.6,0.12,0.48,0.28,0.12,0.88,0.72,0.52,0.88
"527",0.66,0.34,0.4,0.6,0.12,0.54,0.28,0.0599999999999999,0.94,0.72,0.46,0.88
"528",0.72,0.28,0.4,0.6,0.12,0.6,0.28,0,1,0.72,0.4,0.88
"529",0.16,0.84,0.4,0.6,0.16,0,0.24,0.6,0.4,0.76,1,0.84
"530",0.22,0.78,0.4,0.6,0.16,0.06,0.24,0.54,0.46,0.76,0.94,0.84
"531",0.28,0.72,0.4,0.6,0.16,0.12,0.24,0.48,0.52,0.76,0.88,0.84
"532",0.34,0.66,0.4,0.6,0.16,0.18,0.24,0.42,0.58,0.76,0.82,0.84
"533",0.4,0.6,0.4,0.6,0.16,0.24,0.24,0.36,0.64,0.76,0.76,0.84
"534",0.46,0.54,0.4,0.6,0.16,0.3,0.24,0.3,0.7,0.76,0.7,0.84
"535",0.52,0.48,0.4,0.6,0.16,0.36,0.24,0.24,0.76,0.76,0.64,0.84
"536",0.58,0.42,0.4,0.6,0.16,0.42,0.24,0.18,0.82,0.76,0.58,0.84
"537",0.64,0.36,0.4,0.6,0.16,0.48,0.24,0.12,0.88,0.76,0.52,0.84
"538",0.7,0.3,0.4,0.6,0.16,0.54,0.24,0.0599999999999999,0.94,0.76,0.46,0.84
"539",0.76,0.24,0.4,0.6,0.16,0.6,0.24,0,1,0.76,0.4,0.84
"540",0.2,0.8,0.4,0.6,0.2,0,0.2,0.6,0.4,0.8,1,0.8
