"","P.A.","P..A.","P.B.","P..B.","P.A.B.","P.A..B.","P..A.B.","P..B..A.","P.A.B..1","P.A..B..1","P..A.B..1","P..B..A..1"
"1044",0.66,0.34,0.8,0.2,0.48,0.18,0.32,0.02,0.98,0.68,0.82,0.52
"1045",0.68,0.32,0.8,0.2,0.48,0.2,0.32,0,1,0.68,0.8,0.52
"1046",0.56,0.44,0.8,0.2,0.56,0,0.24,0.2,0.8,0.76,1,0.44
"1047",0.58,0.42,0.8,0.2,0.56,0.02,0.24,0.18,0.82,0.76,0.98,0.44
"1048",0.6,0.4,0.8,0.2,0.56,0.04,0.24,0.16,0.84,0.76,0.96,0.44
"1049",0.62,0.38,0.8,0.2,0.56,0.06,0.24,0.14,0.86,0.76,0.94,0.44
"1050",0.64,0.36,0.8,0.2,0.56,0.08,0.24,0.12,0.88,0.76,0.92,0.44
"1051",0.66,0.34,0.8,0.2,0.56,0.1,0.24,0.1,0.9,0.76,0.9,0.44
"1052",0.68,0.32,0.8,0.2,0.56,0.12,0.24,0.08,0.92,0.76,0.88,0.44
"1053",0.7,0.3,0.8,0.2,0.56,0.14,0.24,0.06,0.94,0.76,0.86,0.44
"1054",0.72,0.28,0.8,0.2,0.56,0.16,0.24,0.04,0.96,0.76,0.84,0.44
"1055",0.74,0.26,0.8,0.2,0.56,0.18,0.24,0.02,0.98,0.76,0.82,0.44
"1056",0.76,0.24,0.8,0.2,0.56,0.2,0.24,0,1,0.76,0.8,0.44
"1057",0.64,0.36,0.8,0.2,0.64,0,0.16,0.2,0.8,0.84,1,0.36
"1058",0.66,0.34,0.8,0.2,0.64,0.02,0.16,0.18,0.82,0.84,0.98,0.36
"1059",0.68,0.32,0.8,0.2,0.64,0.04,0.16,0.16,0.84,0.84,0.96,0.36
"1060",0.7,0.3,0.8,0.2,0.64,0.06,0.16,0.14,0.86,0.84,0.94,0.36
"1061",0.72,0.28,0.8,0.2,0.64,0.08,0.16,0.12,0.88,0.84,0.92,0.36
"1062",0.74,0.26,0.8,0.2,0.64,0.1,0.16,0.1,0.9,0.84,0.9,0.36
"1063",0.76,0.24,0.8,0.2,0.64,0.12,0.16,0.08,0.92,0.84,0.88,0.36
"1064",0.78,0.22,0.8,0.2,0.64,0.14,0.16,0.06,0.94,0.84,0.86,0.36
"1065",0.8,0.2,0.8,0.2,0.64,0.16,0.16,0.04,0.96,0.84,0.84,0.36
"1066",0.82,0.18,0.8,0.2,0.64,0.18,0.16,0.02,0.98,0.84,0.82,0.36
"1067",0.84,0.16,0.8,0.2,0.64,0.2,0.16,0,1,0.84,0.8,0.36
"1068",0.72,0.28,0.8,0.2,0.72,0,0.08,0.2,0.8,0.92,1,0.28
"1069",0.74,0.26,0.8,0.2,0.72,0.02,0.08,0.18,0.82,0.92,0.98,0.28
"1070",0.76,0.24,0.8,0.2,0.72,0.04,0.08,0.16,0.84,0.92,0.96,0.28
"1071",0.78,0.22,0.8,0.2,0.72,0.06,0.08,0.14,0.86,0.92,0.94,0.28
"1072",0.8,0.2,0.8,0.2,0.72,0.08,0.08,0.12,0.88,0.92,0.92,0.28
"1073",0.82,0.18,0.8,0.2,0.72,0.1,0.08,0.1,0.9,0.92,0.9,0.28
"1074",0.84,0.16,0.8,0.2,0.72,0.12,0.08,0.0799999999999999,0.92,0.92,0.88,0.28
"1075",0.86,0.14,0.8,0.2,0.72,0.14,0.08,0.06,0.94,0.92,0.86,0.28
"1076",0.88,0.12,0.8,0.2,0.72,0.16,0.08,0.04,0.96,0.92,0.84,0.28
"1077",0.9,0.1,0.8,0.2,0.72,0.18,0.08,0.02,0.98,0.92,0.82,0.28
"1078",0.92,0.08,0.8,0.2,0.72,0.2,0.08,0,1,0.92,0.8,0.28
"1079",0.8,0.2,0.8,0.2,0.8,0,0,0.2,0.8,1,1,0.2
"1080",0.82,0.18,0.8,0.2,0.8,0.02,0,0.18,0.82,1,0.98,0.2
"1081",0.84,0.16,0.8,0.2,0.8,0.04,0,0.16,0.84,1,0.96,0.2
"1082",0.86,0.14,0.8,0.2,0.8,0.06,0,0.14,0.86,1,0.94,0.2
"1083",0.88,0.12,0.8,0.2,0.8,0.08,0,0.12,0.88,1,0.92,0.2
"1084",0.9,0.1,0.8,0.2,0.8,0.1,0,0.1,0.9,1,0.9,0.2
"1085",0.92,0.08,0.8,0.2,0.8,0.12,0,0.08,0.92,1,0.88,0.2
"1086",0.94,0.0599999999999999,0.8,0.2,0.8,0.14,0,0.06,0.94,1,0.86,0.2
"1087",0.96,0.04,0.8,0.2,0.8,0.16,0,0.04,0.96,1,0.84,0.2
"1088",0.98,0.02,0.8,0.2,0.8,0.18,0,0.02,0.98,1,0.82,0.2
"1089",1,0,0.8,0.2,0.8,0.2,0,0,1,1,0.8,0.2
"1090",0,1,0.9,0.1,0,0,0.9,0.1,0.9,0.1,1,1
"1091",0.01,0.99,0.9,0.1,0,0.01,0.9,0.09,0.91,0.1,0.99,1
"1092",0.02,0.98,0.9,0.1,0,0.02,0.9,0.08,0.92,0.1,0.98,1
"1093",0.03,0.97,0.9,0.1,0,0.03,0.9,0.07,0.93,0.1,0.97,1
"1094",0.04,0.96,0.9,0.1,0,0.04,0.9,0.06,0.94,0.1,0.96,1
"1095",0.05,0.95,0.9,0.1,0,0.05,0.9,0.05,0.95,0.1,0.95,1
"1096",0.06,0.94,0.9,0.1,0,0.06,0.9,0.04,0.96,0.1,0.94,1
"1097",0.07,0.93,0.9,0.1,0,0.07,0.9,0.03,0.97,0.1,0.93,1
"1098",0.08,0.92,0.9,0.1,0,0.08,0.9,0.02,0.98,0.1,0.92,1
"1099",0.09,0.91,0.9,0.1,0,0.09,0.9,0.01,0.99,0.1,0.91,1
"1100",0.1,0.9,0.9,0.1,0,0.1,0.9,0,1,0.1,0.9,1
"1101",0.09,0.91,0.9,0.1,0.09,0,0.81,0.1,0.9,0.19,1,0.91
"1102",0.1,0.9,0.9,0.1,0.09,0.01,0.81,0.09,0.91,0.19,0.99,0.91
"1103",0.11,0.89,0.9,0.1,0.09,0.02,0.81,0.08,0.92,0.19,0.98,0.91
"1104",0.12,0.88,0.9,0.1,0.09,0.03,0.81,0.07,0.93,0.19,0.97,0.91
"1105",0.13,0.87,0.9,0.1,0.09,0.04,0.81,0.06,0.94,0.19,0.96,0.91
"1106",0.14,0.86,0.9,0.1,0.09,0.05,0.81,0.05,0.95,0.19,0.95,0.91
"1107",0.15,0.85,0.9,0.1,0.09,0.06,0.81,0.04,0.96,0.19,0.94,0.91
"1108",0.16,0.84,0.9,0.1,0.09,0.07,0.81,0.03,0.97,0.19,0.93,0.91
"1109",0.17,0.83,0.9,0.1,0.09,0.08,0.81,0.02,0.98,0.19,0.92,0.91
"1110",0.18,0.82,0.9,0.1,0.09,0.09,0.81,0.01,0.99,0.19,0.91,0.91
"1111",0.19,0.81,0.9,0.1,0.09,0.1,0.81,0,1,0.19,0.9,0.91
"1112",0.18,0.82,0.9,0.1,0.18,0,0.72,0.1,0.9,0.28,1,0.82
"1113",0.19,0.81,0.9,0.1,0.18,0.01,0.72,0.09,0.91,0.28,0.99,0.82
"1114",0.2,0.8,0.9,0.1,0.18,0.02,0.72,0.08,0.92,0.28,0.98,0.82
"1115",0.21,0.79,0.9,0.1,0.18,0.03,0.72,0.07,0.93,0.28,0.97,0.82
"1116",0.22,0.78,0.9,0.1,0.18,0.04,0.72,0.06,0.94,0.28,0.96,0.82
"1117",0.23,0.77,0.9,0.1,0.18,0.05,0.72,0.05,0.95,0.28,0.95,0.82
"1118",0.24,0.76,0.9,0.1,0.18,0.06,0.72,0.04,0.96,0.28,0.94,0.82
"1119",0.25,0.75,0.9,0.1,0.18,0.07,0.72,0.03,0.97,0.28,0.93,0.82
"1120",0.26,0.74,0.9,0.1,0.18,0.08,0.72,0.02,0.98,0.28,0.92,0.82
"1121",0.27,0.73,0.9,0.1,0.18,0.09,0.72,0.01,0.99,0.28,0.91,0.82
"1122",0.28,0.72,0.9,0.1,0.18,0.1,0.72,0,1,0.28,0.9,0.82
"1123",0.27,0.73,0.9,0.1,0.27,0,0.63,0.1,0.9,0.37,1,0.73
"1124",0.28,0.72,0.9,0.1,0.27,0.01,0.63,0.09,0.91,0.37,0.99,0.73
"1125",0.29,0.71,0.9,0.1,0.27,0.02,0.63,0.08,0.92,0.37,0.98,0.73
"1126",0.3,0.7,0.9,0.1,0.27,0.03,0.63,0.07,0.93,0.37,0.97,0.73
"1127",0.31,0.69,0.9,0.1,0.27,0.04,0.63,0.06,0.94,0.37,0.96,0.73
"1128",0.32,0.68,0.9,0.1,0.27,0.05,0.63,0.05,0.95,0.37,0.95,0.73
"1129",0.33,0.67,0.9,0.1,0.27,0.06,0.63,0.04,0.96,0.37,0.94,0.73
"1130",0.34,0.66,0.9,0.1,0.27,0.07,0.63,0.03,0.97,0.37,0.93,0.73
"1131",0.35,0.65,0.9,0.1,0.27,0.08,0.63,0.02,0.98,0.37,0.92,0.73
"1132",0.36,0.64,0.9,0.1,0.27,0.09,0.63,0.01,0.99,0.37,0.91,0.73
"1133",0.37,0.63,0.9,0.1,0.27,0.1,0.63,0,1,0.37,0.9,0.73
"1134",0.36,0.64,0.9,0.1,0.36,0,0.54,0.1,0.9,0.46,1,0.64
"1135",0.37,0.63,0.9,0.1,0.36,0.01,0.54,0.09,0.91,0.46,0.99,0.64
"1136",0.38,0.62,0.9,0.1,0.36,0.02,0.54,0.08,0.92,0.46,0.98,0.64
"1137",0.39,0.61,0.9,0.1,0.36,0.03,0.54,0.07,0.93,0.46,0.97,0.64
"1138",0.4,0.6,0.9,0.1,0.36,0.04,0.54,0.06,0.94,0.46,0.96,0.64
"1139",0.41,0.59,0.9,0.1,0.36,0.05,0.54,0.05,0.95,0.46,0.95,0.64
"1140",0.42,0.58,0.9,0.1,0.36,0.06,0.54,0.04,0.96,0.46,0.94,0.64
"1141",0.43,0.57,0.9,0.1,0.36,0.07,0.54,0.03,0.97,0.46,0.93,0.64
"1142",0.44,0.56,0.9,0.1,0.36,0.08,0.54,0.02,0.98,0.46,0.92,0.64
"1143",0.45,0.55,0.9,0.1,0.36,0.09,0.54,0.01,0.99,0.46,0.91,0.64
"1144",0.46,0.54,0.9,0.1,0.36,0.1,0.54,0,1,0.46,0.9,0.64
"1145",0.45,0.55,0.9,0.1,0.45,0,0.45,0.1,0.9,0.55,1,0.55
"1146",0.46,0.54,0.9,0.1,0.45,0.01,0.45,0.09,0.91,0.55,0.99,0.55
"1147",0.47,0.53,0.9,0.1,0.45,0.02,0.45,0.08,0.92,0.55,0.98,0.55
"1148",0.48,0.52,0.9,0.1,0.45,0.03,0.45,0.07,0.93,0.55,0.97,0.55
"1149",0.49,0.51,0.9,0.1,0.45,0.04,0.45,0.06,0.94,0.55,0.96,0.55
"1150",0.5,0.5,0.9,0.1,0.45,0.05,0.45,0.05,0.95,0.55,0.95,0.55
"1151",0.51,0.49,0.9,0.1,0.45,0.06,0.45,0.04,0.96,0.55,0.94,0.55
"1152",0.52,0.48,0.9,0.1,0.45,0.07,0.45,0.03,0.97,0.55,0.93,0.55
"1153",0.53,0.47,0.9,0.1,0.45,0.08,0.45,0.02,0.98,0.55,0.92,0.55
"1154",0.54,0.46,0.9,0.1,0.45,0.09,0.45,0.01,0.99,0.55,0.91,0.55
"1155",0.55,0.45,0.9,0.1,0.45,0.1,0.45,0,1,0.55,0.9,0.55
"1156",0.54,0.46,0.9,0.1,0.54,0,0.36,0.1,0.9,0.64,1,0.46
"1157",0.55,0.45,0.9,0.1,0.54,0.01,0.36,0.09,0.91,0.64,0.99,0.46
"1158",0.56,0.44,0.9,0.1,0.54,0.02,0.36,0.08,0.92,0.64,0.98,0.46
"1159",0.57,0.43,0.9,0.1,0.54,0.03,0.36,0.07,0.93,0.64,0.97,0.46
"1160",0.58,0.42,0.9,0.1,0.54,0.04,0.36,0.06,0.94,0.64,0.96,0.46
"1161",0.59,0.41,0.9,0.1,0.54,0.05,0.36,0.05,0.95,0.64,0.95,0.46
"1162",0.6,0.4,0.9,0.1,0.54,0.06,0.36,0.04,0.96,0.64,0.94,0.46
"1163",0.61,0.39,0.9,0.1,0.54,0.07,0.36,0.03,0.97,0.64,0.93,0.46
"1164",0.62,0.38,0.9,0.1,0.54,0.08,0.36,0.02,0.98,0.64,0.92,0.46
"1165",0.63,0.37,0.9,0.1,0.54,0.09,0.36,0.01,0.99,0.64,0.91,0.46
"1166",0.64,0.36,0.9,0.1,0.54,0.1,0.36,0,1,0.64,0.9,0.46
"1167",0.63,0.37,0.9,0.1,0.63,0,0.27,0.1,0.9,0.73,1,0.37
"1168",0.64,0.36,0.9,0.1,0.63,0.01,0.27,0.09,0.91,0.73,0.99,0.37
"1169",0.65,0.35,0.9,0.1,0.63,0.02,0.27,0.08,0.92,0.73,0.98,0.37
"1170",0.66,0.34,0.9,0.1,0.63,0.03,0.27,0.07,0.93,0.73,0.97,0.37
"1171",0.67,0.33,0.9,0.1,0.63,0.04,0.27,0.06,0.94,0.73,0.96,0.37
"1172",0.68,0.32,0.9,0.1,0.63,0.05,0.27,0.05,0.95,0.73,0.95,0.37
"1173",0.69,0.31,0.9,0.1,0.63,0.06,0.27,0.04,0.96,0.73,0.94,0.37
"1174",0.7,0.3,0.9,0.1,0.63,0.07,0.27,0.03,0.97,0.73,0.93,0.37
"1175",0.71,0.29,0.9,0.1,0.63,0.08,0.27,0.02,0.98,0.73,0.92,0.37
"1176",0.72,0.28,0.9,0.1,0.63,0.09,0.27,0.01,0.99,0.73,0.91,0.37
"1177",0.73,0.27,0.9,0.1,0.63,0.1,0.27,-1.38777878078145e-17,1,0.73,0.9,0.37
"1178",0.72,0.28,0.9,0.1,0.72,0,0.18,0.1,0.9,0.82,1,0.28
"1179",0.73,0.27,0.9,0.1,0.72,0.01,0.18,0.09,0.91,0.82,0.99,0.28
"1180",0.74,0.26,0.9,0.1,0.72,0.02,0.18,0.08,0.92,0.82,0.98,0.28
"1181",0.75,0.25,0.9,0.1,0.72,0.03,0.18,0.07,0.93,0.82,0.97,0.28
"1182",0.76,0.24,0.9,0.1,0.72,0.04,0.18,0.06,0.94,0.82,0.96,0.28
"1183",0.77,0.23,0.9,0.1,0.72,0.05,0.18,0.05,0.95,0.82,0.95,0.28
"1184",0.78,0.22,0.9,0.1,0.72,0.06,0.18,0.04,0.96,0.82,0.94,0.28
"1185",0.79,0.21,0.9,0.1,0.72,0.07,0.18,0.03,0.97,0.82,0.93,0.28
"1186",0.8,0.2,0.9,0.1,0.72,0.08,0.18,0.02,0.98,0.82,0.92,0.28
"1187",0.81,0.19,0.9,0.1,0.72,0.09,0.18,0.01,0.99,0.82,0.91,0.28
"1188",0.82,0.18,0.9,0.1,0.72,0.1,0.18,0,1,0.82,0.9,0.28
"1189",0.81,0.19,0.9,0.1,0.81,0,0.09,0.1,0.9,0.91,1,0.19
"1190",0.82,0.18,0.9,0.1,0.81,0.01,0.09,0.09,0.91,0.91,0.99,0.19
"1191",0.83,0.17,0.9,0.1,0.81,0.02,0.09,0.08,0.92,0.91,0.98,0.19
"1192",0.84,0.16,0.9,0.1,0.81,0.03,0.09,0.07,0.93,0.91,0.97,0.19
"1193",0.85,0.15,0.9,0.1,0.81,0.04,0.09,0.06,0.94,0.91,0.96,0.19
"1194",0.86,0.14,0.9,0.1,0.81,0.05,0.09,0.05,0.95,0.91,0.95,0.19
"1195",0.87,0.13,0.9,0.1,0.81,0.06,0.09,0.04,0.96,0.91,0.94,0.19
"1196",0.88,0.12,0.9,0.1,0.81,0.07,0.09,0.03,0.97,0.91,0.93,0.19
"1197",0.89,0.11,0.9,0.1,0.81,0.08,0.09,0.02,0.98,0.91,0.92,0.19
"1198",0.9,0.1,0.9,0.1,0.81,0.09,0.09,0.01,0.99,0.91,0.91,0.19
"1199",0.91,0.09,0.9,0.1,0.81,0.1,0.09,0,1,0.91,0.9,0.19
"1200",0.9,0.1,0.9,0.1,0.9,0,0,0.1,0.9,1,1,0.1
"1201",0.91,0.09,0.9,0.1,0.9,0.01,0,0.09,0.91,1,0.99,0.1
"1202",0.92,0.08,0.9,0.1,0.9,0.02,0,0.08,0.92,1,0.98,0.0999999999999999
"1203",0.93,0.07,0.9,0.1,0.9,0.03,0,0.07,0.93,1,0.97,0.1
"1204",0.94,0.0599999999999999,0.9,0.1,0.9,0.04,0,0.06,0.94,1,0.96,0.0999999999999999
"1205",0.95,0.05,0.9,0.1,0.9,0.05,0,0.05,0.95,1,0.95,0.1
"1206",0.96,0.04,0.9,0.1,0.9,0.06,0,0.04,0.96,1,0.94,0.1
"1207",0.97,0.03,0.9,0.1,0.9,0.07,0,0.03,0.97,1,0.93,0.1
"1208",0.98,0.02,0.9,0.1,0.9,0.08,0,0.02,0.98,1,0.92,0.1
"1209",0.99,0.01,0.9,0.1,0.9,0.09,0,0.01,0.99,1,0.91,0.1
"1210",1,0,0.9,0.1,0.9,0.1,0,0,1,1,0.9,0.1
"1211",0,1,1,0,0,0,1,0,1,0,1,1
"1212",0,1,1,0,0,0,1,0,1,0,1,1
"1213",0,1,1,0,0,0,1,0,1,0,1,1
"1214",0,1,1,0,0,0,1,0,1,0,1,1
"1215",0,1,1,0,0,0,1,0,1,0,1,1
"1216",0,1,1,0,0,0,1,0,1,0,1,1
"1217",0,1,1,0,0,0,1,0,1,0,1,1
"1218",0,1,1,0,0,0,1,0,1,0,1,1
"1219",0,1,1,0,0,0,1,0,1,0,1,1
"1220",0,1,1,0,0,0,1,0,1,0,1,1
"1221",0,1,1,0,0,0,1,0,1,0,1,1
"1222",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1223",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1224",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1225",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1226",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1227",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1228",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1229",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1230",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1231",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1232",0.1,0.9,1,0,0.1,0,0.9,0,1,0.1,1,0.9
"1233",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1234",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1235",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1236",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1237",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1238",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1239",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1240",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1241",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1242",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1243",0.2,0.8,1,0,0.2,0,0.8,0,1,0.2,1,0.8
"1244",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1245",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1246",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1247",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1248",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1249",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1250",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1251",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1252",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1253",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1254",0.3,0.7,1,0,0.3,0,0.7,0,1,0.3,1,0.7
"1255",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1256",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1257",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1258",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1259",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1260",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1261",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1262",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1263",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1264",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1265",0.4,0.6,1,0,0.4,0,0.6,0,1,0.4,1,0.6
"1266",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1267",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1268",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1269",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1270",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1271",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1272",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1273",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1274",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1275",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1276",0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,1,0.5
"1277",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1278",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1279",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1280",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1281",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1282",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1283",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1284",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1285",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1286",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1287",0.6,0.4,1,0,0.6,0,0.4,0,1,0.6,1,0.4
"1288",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1289",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1290",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1291",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1292",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1293",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1294",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1295",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1296",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1297",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1298",0.7,0.3,1,0,0.7,0,0.3,0,1,0.7,1,0.3
"1299",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1300",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1301",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1302",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1303",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1304",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1305",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1306",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1307",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1308",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1309",0.8,0.2,1,0,0.8,0,0.2,0,1,0.8,1,0.2
"1310",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1311",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1312",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1313",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1314",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1315",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1316",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1317",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1318",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1319",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1320",0.9,0.1,1,0,0.9,0,0.1,0,1,0.9,1,0.1
"1321",1,0,1,0,1,0,0,0,1,1,1,0
"1322",1,0,1,0,1,0,0,0,1,1,1,0
"1323",1,0,1,0,1,0,0,0,1,1,1,0
"1324",1,0,1,0,1,0,0,0,1,1,1,0
"1325",1,0,1,0,1,0,0,0,1,1,1,0
"1326",1,0,1,0,1,0,0,0,1,1,1,0
"1327",1,0,1,0,1,0,0,0,1,1,1,0
"1328",1,0,1,0,1,0,0,0,1,1,1,0
"1329",1,0,1,0,1,0,0,0,1,1,1,0
"1330",1,0,1,0,1,0,0,0,1,1,1,0
"1331",1,0,1,0,1,0,0,0,1,1,1,0
