"","PROLIFIC_PID","condition","event_set1_marginal","event_set1_conjunction","event_set1_disjunction","event_set1_order","event_set2_marginal","event_set2_conjunction","event_set2_disjunction","event_set2_order","event_set3_marginal","event_set3_conjunction","event_set3_disjunction","event_set3_order","event_set4_marginal","event_set4_conjunction","event_set4_disjunction","event_set4_order","event_set5_marginal","event_set5_conjunction","event_set5_disjunction","event_set5_order","event_set6_marginal","event_set6_conjunction","event_set6_disjunction","event_set6_order","event_set7_marginal","event_set7_conjunction","event_set7_disjunction","event_set7_order","event_set8_marginal","event_set8_conjunction","event_set8_disjunction","event_set8_order","numeracy_score","response_time","strat_1","Strat_2"
"25","5d9376bce476fb00183c7419","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","4 _ 2 _ 1 _ 3","2 _ 4 _ 1 _ 3","2 _ 4 _ 1 _ 3","marginal_disjunction_conjunction","1 _ 4 _ 2 _ 3","1 _ 2 _ 3 _ 4","1 _ 3 _ 2 _ 4","marginal_disjunction_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","4 _ 2 _ 1 _ 3","4 _ 2 _ 1 _ 3","4 _ 3 _ 1 _ 2","marginal_conjunction_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-",3,"831","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"26","5f11f68a399eaf107d6903a9","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","conjunction_disjunction_marginal","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","disjunction_marginal_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-","3 _ 2 _ 4 _ 1","4 _ 2 _ 3 _ 1","2 _ 3 _ 4 _ 1","conjunction_disjunction_marginal","3 _ 1 _ 4 _ 2","4 _ 1 _ 2 _ 3","1 _ 4 _ 3 _ 2","disjunction_conjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-",2,"614","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"27","5e3042b0c02083040a01b4ca","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","2 _ 3 _ 4 _ 1","2 _ 1 _ 3 _ 4","3 _ 1 _ 4 _ 2","conjunction_marginal_disjunction","4 _ 1 _ 2 _ 3","2 _ 3 _ 1 _ 4","4 _ 1 _ 2 _ 3","conjunction_marginal_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 2 _ 3 _ 1","2 _ 4 _ 3 _ 1","conjunction_disjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","1 _ 3 _ 4 _ 2","2 _ 1 _ 3 _ 4","conjunction_disjunction_marginal",1,"912","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"28","57e928630cb6700001dd8f8a","full","2 _ 4 _ 1 _ 3","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","conjunction_disjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","2 _ 1 _ 4 _ 3","2 _ 1 _ 4 _ 3","marginal_disjunction_conjunction","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","1 _ 2 _ 4 _ 3","2 _ 1 _ 3 _ 4","disjunction_conjunction_marginal",4,"821","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"29","5eba52ff10e3631987e078da","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","4 _ 2 _ 3 _ 1","2 _ 3 _ 4 _ 1","disjunction_marginal_conjunction","4 _ 1 _ 3 _ 2","4 _ 1 _ 2 _ 3","4 _ 1 _ 2 _ 3","disjunction_marginal_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","2 _ 1 _ 4 _ 3","2 _ 1 _ 3 _ 4","marginal_disjunction_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","2 _ 3 _ 1 _ 4","1 _ 2 _ 3 _ 4","1 _ 2 _ 3 _ 4","marginal_disjunction_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",4,"695","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"30","5f0470bed60d5a06ed8c511f","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 2 _ 4 _ 3","3 _ 1 _ 4 _ 2","3 _ 1 _ 4 _ 2","marginal_disjunction_conjunction","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","4 _ 3 _ 2 _ 1","disjunction_marginal_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","marginal_disjunction_conjunction",6,"1079","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about all events at the same time, and then come up with a full ranking simultaneously."
"31","5ec3d65468bbf2074fc5b9f1","full","2 _ 3 _ 1 _ 4","1 _ 4 _ 2 _ 3","1 _ 3 _ 2 _ 4","marginal_conjunction_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 3 _ 4 _ 2","3 _ 2 _ 4 _ 1","3 _ 1 _ 4 _ 2","disjunction_conjunction_marginal","_","_","_","-","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","4 _ 2 _ 3 _ 1","marginal_conjunction_disjunction","4 _ 2 _ 3 _ 1","3 _ 4 _ 2 _ 1","4 _ 3 _ 2 _ 1","conjunction_marginal_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-",5,"725","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"32","5db396d5b449ad000cbfc38c","full","3 _ 4 _ 1 _ 2","1 _ 4 _ 2 _ 3","2 _ 4 _ 3 _ 1","marginal_disjunction_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","2 _ 4 _ 3 _ 1","2 _ 4 _ 3 _ 1","disjunction_conjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-","2 _ 3 _ 4 _ 1","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","conjunction_marginal_disjunction","1 _ 3 _ 4 _ 2","2 _ 1 _ 3 _ 4","2 _ 1 _ 4 _ 3","conjunction_marginal_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-",5,"904","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings.,Think about all events at the same time, and then come up with a full ranking simultaneously."
"33","5f226c53ebb8a972103c463e","full"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","4 _ 2 _ 3 _ 1","conjunction_marginal_disjunction","1 _ 3 _ 2 _ 4","2 _ 1 _ 4 _ 3","2 _ 1 _ 4 _ 3","conjunction_marginal_disjunction","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","1 _ 2 _ 3 _ 4","1 _ 2 _ 3 _ 4","conjunction_marginal_disjunction",6,"654","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"34","5eb1e2ead8a54b3321d43dd1","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","2 _ 4 _ 1 _ 3","2 _ 4 _ 1 _ 3","disjunction_marginal_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","4 _ 1 _ 2 _ 3","1 _ 3 _ 2 _ 4","conjunction_marginal_disjunction","4 _ 1 _ 3 _ 2","2 _ 1 _ 3 _ 4","3 _ 2 _ 1 _ 4","conjunction_disjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","4 _ 3 _ 2 _ 1","1 _ 3 _ 4 _ 2","disjunction_marginal_conjunction",6,"650","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings.,Think about all events at the same time, and then come up with a full ranking simultaneously."
"35","5ba8cac81299c60001e6701d","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","4 _ 2 _ 1 _ 3","4 _ 1 _ 2 _ 3","conjunction_marginal_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 2 _ 3","2 _ 1 _ 4 _ 3","4 _ 1 _ 2 _ 3","marginal_conjunction_disjunction","3 _ 2 _ 4 _ 1","2 _ 4 _ 1 _ 3","2 _ 3 _ 1 _ 4","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","1 _ 4 _ 2 _ 3","4 _ 2 _ 3 _ 1","disjunction_conjunction_marginal",3,"774","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"36","5e53b75561087f000bb92efe","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 1 _ 4","1 _ 3 _ 2 _ 4","2 _ 1 _ 4 _ 3","marginal_disjunction_conjunction","1 _ 4 _ 3 _ 2","2 _ 1 _ 4 _ 3","2 _ 1 _ 4 _ 3","marginal_disjunction_conjunction","2 _ 3 _ 4 _ 1","3 _ 1 _ 2 _ 4","3 _ 1 _ 4 _ 2","marginal_conjunction_disjunction","3 _ 2 _ 4 _ 1","4 _ 3 _ 2 _ 1","4 _ 3 _ 2 _ 1","conjunction_marginal_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",5,"743","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"37","5eeb700a65f2cc08ac44e3cd","pair","2 _ 3 _ 1 _ 4","1 _ 2 _ 3 _ 4","1 _ 3 _ 2 _ 4","marginal_disjunction_conjunction","3 _ 2 _ 4 _ 1","4 _ 2 _ 3 _ 1","4 _ 3 _ 1 _ 2","marginal_disjunction_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 2 _ 3 _ 1","4 _ 3 _ 2 _ 1","conjunction_marginal_disjunction","4 _ 1 _ 3 _ 2","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","disjunction_marginal_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",4,"728","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"38","5e8d7d1ae59a720009c9a2b8","pair","2 _ 3 _ 1 _ 4","1 _ 2 _ 3 _ 4","1 _ 3 _ 2 _ 4","marginal_conjunction_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","2 _ 1 _ 4 _ 3","3 _ 1 _ 4 _ 2","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","conjunction_disjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","disjunction_conjunction_marginal",4,"816","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"39","5ed0dbd59baeec01210492f2","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 4 _ 1","2 _ 1 _ 4 _ 3","3 _ 4 _ 2 _ 1","marginal_conjunction_disjunction","1 _ 4 _ 3 _ 2","4 _ 1 _ 2 _ 3","4 _ 1 _ 3 _ 2","marginal_conjunction_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","3 _ 2 _ 4 _ 1","4 _ 2 _ 3 _ 1","disjunction_conjunction_marginal","1 _ 4 _ 3 _ 2","2 _ 1 _ 3 _ 4","4 _ 1 _ 3 _ 2","conjunction_disjunction_marginal",4,"1188","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about all events at the same time, and then come up with a full ranking simultaneously."
"40","5e40d4deaa21c630cc668919","pair","1 _ 4 _ 2 _ 3","2 _ 1 _ 4 _ 3","1 _ 2 _ 4 _ 3","marginal_disjunction_conjunction","1 _ 4 _ 3 _ 2","2 _ 1 _ 4 _ 3","2 _ 1 _ 4 _ 3","conjunction_marginal_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","3 _ 2 _ 4 _ 1","3 _ 2 _ 4 _ 1","conjunction_disjunction_marginal","2 _ 3 _ 4 _ 1","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","marginal_conjunction_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",5,"872","Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"41","5b9a16df2b00aa0001b2be06","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 4 _ 1","2 _ 1 _ 3 _ 4","2 _ 3 _ 4 _ 1","conjunction_disjunction_marginal","1 _ 4 _ 3 _ 2","3 _ 1 _ 2 _ 4","1 _ 2 _ 4 _ 3","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 2 _ 3 _ 1","3 _ 2 _ 4 _ 1","disjunction_marginal_conjunction","1 _ 4 _ 3 _ 2","4 _ 1 _ 3 _ 2","3 _ 1 _ 4 _ 2","disjunction_marginal_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",7,"1115","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"42","5bbb7887b865300001678331","pair","1 _ 4 _ 2 _ 3","1 _ 2 _ 3 _ 4","1 _ 2 _ 3 _ 4","marginal_disjunction_conjunction","2 _ 3 _ 1 _ 4","2 _ 1 _ 3 _ 4","1 _ 2 _ 3 _ 4","marginal_disjunction_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 4 _ 1","4 _ 3 _ 2 _ 1","4 _ 3 _ 2 _ 1","marginal_conjunction_disjunction","1 _ 4 _ 3 _ 2","2 _ 1 _ 3 _ 4","2 _ 1 _ 4 _ 3","conjunction_marginal_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",1,"637","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about all events at the same time, and then come up with a full ranking simultaneously."
"43","5d9fa5803760ce00149b815a","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","2 _ 3 _ 4 _ 1","2 _ 4 _ 1 _ 3","2 _ 3 _ 1 _ 4","disjunction_marginal_conjunction","4 _ 1 _ 3 _ 2","1 _ 4 _ 2 _ 3","1 _ 2 _ 3 _ 4","marginal_conjunction_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 4 _ 1","1 _ 2 _ 3 _ 4","2 _ 1 _ 3 _ 4","conjunction_marginal_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","2 _ 3 _ 1 _ 4","2 _ 4 _ 1 _ 3","4 _ 3 _ 2 _ 1","conjunction_marginal_disjunction",5,"896","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about all events at the same time, and then come up with a full ranking simultaneously."
"44","5e4e6e53f4bdd82b601f2e9a","pair","1 _ 4 _ 2 _ 3","4 _ 2 _ 3 _ 1","4 _ 3 _ 2 _ 1","marginal_conjunction_disjunction","1 _ 4 _ 3 _ 2","2 _ 3 _ 4 _ 1","4 _ 3 _ 2 _ 1","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 1 _ 4","1 _ 2 _ 3 _ 4","1 _ 2 _ 4 _ 3","conjunction_marginal_disjunction","1 _ 4 _ 3 _ 2","3 _ 1 _ 2 _ 4","4 _ 3 _ 2 _ 1","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",2,"806","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"45","5d9990363342a002b765ad1d","full","1 _ 3 _ 2 _ 4","1 _ 4 _ 2 _ 3","1 _ 4 _ 3 _ 2","conjunction_marginal_disjunction","2 _ 4 _ 1 _ 3","2 _ 1 _ 3 _ 4","2 _ 4 _ 1 _ 3","marginal_conjunction_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-","4 _ 2 _ 1 _ 3","2 _ 4 _ 1 _ 3","2 _ 3 _ 1 _ 4","disjunction_conjunction_marginal","4 _ 2 _ 3 _ 1","4 _ 3 _ 2 _ 1","4 _ 3 _ 2 _ 1","conjunction_disjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-",2,"841","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"46","5ed25c093fecaa03fce0868a","full","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","marginal_disjunction_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 3 _ 4 _ 1","3 _ 1 _ 4 _ 2","3 _ 1 _ 4 _ 2","disjunction_marginal_conjunction","_","_","_","-","4 _ 1 _ 2 _ 3","4 _ 3 _ 2 _ 1","3 _ 4 _ 2 _ 1","disjunction_marginal_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 3 _ 1 _ 4","1 _ 2 _ 3 _ 4","1 _ 3 _ 2 _ 4","conjunction_disjunction_marginal",4,"1011","Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"47","5efb2cab0db89a04660c90ef","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","3 _ 1 _ 4 _ 2","4 _ 1 _ 3 _ 2","marginal_disjunction_conjunction","2 _ 3 _ 1 _ 4","3 _ 4 _ 2 _ 1","1 _ 4 _ 3 _ 2","conjunction_marginal_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 1 _ 4 _ 3","4 _ 1 _ 3 _ 2","4 _ 2 _ 3 _ 1","conjunction_marginal_disjunction",4,"786","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"48","5eeb40c601b1dc2907bbff74","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","1 _ 3 _ 4 _ 2","1 _ 3 _ 4 _ 2","marginal_disjunction_conjunction","2 _ 4 _ 1 _ 3","1 _ 4 _ 3 _ 2","2 _ 3 _ 4 _ 1","marginal_conjunction_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-","4 _ 1 _ 3 _ 2","4 _ 2 _ 3 _ 1","4 _ 3 _ 2 _ 1","disjunction_marginal_conjunction","3 _ 2 _ 4 _ 1","4 _ 3 _ 2 _ 1","4 _ 2 _ 3 _ 1","disjunction_conjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-",5,"1038","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
