"","PROLIFIC_PID","condition","event_set1_marginal","event_set1_conjunction","event_set1_disjunction","event_set1_order","event_set2_marginal","event_set2_conjunction","event_set2_disjunction","event_set2_order","event_set3_marginal","event_set3_conjunction","event_set3_disjunction","event_set3_order","event_set4_marginal","event_set4_conjunction","event_set4_disjunction","event_set4_order","event_set5_marginal","event_set5_conjunction","event_set5_disjunction","event_set5_order","event_set6_marginal","event_set6_conjunction","event_set6_disjunction","event_set6_order","event_set7_marginal","event_set7_conjunction","event_set7_disjunction","event_set7_order","event_set8_marginal","event_set8_conjunction","event_set8_disjunction","event_set8_order","numeracy_score","response_time","strat_1","Strat_2"
"49","5ea932b5398cc3000a88be23","full"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","4 _ 3 _ 2 _ 1","4 _ 3 _ 1 _ 2","4 _ 3 _ 2 _ 1","conjunction_marginal_disjunction","1 _ 3 _ 4 _ 2","2 _ 1 _ 3 _ 4","2 _ 1 _ 4 _ 3","disjunction_marginal_conjunction","_","_","_","-","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","3 _ 4 _ 2 _ 1","conjunction_marginal_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-",3,"957","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"50","5f158dc6bbb7d36487982427","pair","2 _ 3 _ 4 _ 1","3 _ 1 _ 4 _ 2","3 _ 1 _ 4 _ 2","disjunction_conjunction_marginal","3 _ 2 _ 4 _ 1","3 _ 2 _ 4 _ 1","3 _ 2 _ 4 _ 1","marginal_conjunction_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","2 _ 3 _ 4 _ 1","3 _ 1 _ 4 _ 2","2 _ 1 _ 4 _ 3","disjunction_conjunction_marginal","3 _ 2 _ 1 _ 4","3 _ 4 _ 1 _ 2","3 _ 4 _ 1 _ 2","disjunction_conjunction_marginal",6,"1410","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about all events at the same time, and then come up with a full ranking simultaneously."
"51","5c1be8fee538130001fe841a","full","1 _ 4 _ 2 _ 3","1 _ 4 _ 3 _ 2","1 _ 3 _ 2 _ 4","conjunction_disjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","2 _ 1 _ 4 _ 3","4 _ 1 _ 3 _ 2","conjunction_disjunction_marginal","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","2 _ 1 _ 3 _ 4","2 _ 1 _ 3 _ 4","disjunction_marginal_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-",2,"1102","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"52","5e74ab90a8712c41d2b2afae","pair","1 _ 4 _ 2 _ 3","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","disjunction_marginal_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","2 _ 1 _ 3 _ 4","4 _ 2 _ 3 _ 1","conjunction_marginal_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 2 _ 3","1 _ 3 _ 2 _ 4","1 _ 4 _ 3 _ 2","marginal_conjunction_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 1 _ 4","2 _ 3 _ 1 _ 4","2 _ 4 _ 1 _ 3","disjunction_conjunction_marginal",6,"1006","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about all events at the same time, and then come up with a full ranking simultaneously."
"53","5e80370d48b5f47170e30e5c","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","1 _ 4 _ 3 _ 2","4 _ 2 _ 3 _ 1","conjunction_marginal_disjunction","1 _ 4 _ 2 _ 3","1 _ 2 _ 3 _ 4","2 _ 3 _ 1 _ 4","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","3 _ 2 _ 4 _ 1","marginal_conjunction_disjunction","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","1 _ 2 _ 3 _ 4","disjunction_conjunction_marginal",7,"957","Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"54","5e5c41c4b22d9d42b78b2ebf","pair","3 _ 2 _ 4 _ 1","4 _ 1 _ 3 _ 2","3 _ 2 _ 4 _ 1","marginal_disjunction_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","4 _ 2 _ 3 _ 1","2 _ 1 _ 3 _ 4","disjunction_marginal_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 4 _ 1","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","marginal_disjunction_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","1 _ 2 _ 3 _ 4","1 _ 2 _ 3 _ 4","disjunction_marginal_conjunction",4,"1287","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"55","5ea6b3deac186c039abf5d9b","full","1 _ 4 _ 3 _ 2","3 _ 2 _ 1 _ 4","3 _ 1 _ 4 _ 2","disjunction_conjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","4 _ 2 _ 1 _ 3","1 _ 4 _ 2 _ 3","2 _ 4 _ 3 _ 1","marginal_disjunction_conjunction","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","4 _ 2 _ 1 _ 3","2 _ 1 _ 4 _ 3","4 _ 3 _ 1 _ 2","disjunction_conjunction_marginal",4,"1337","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings.,Think about all events at the same time, and then come up with a full ranking simultaneously."
"56","5e9c364f77ade3000c793bc9","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","marginal_disjunction_conjunction","1 _ 4 _ 3 _ 2","1 _ 4 _ 2 _ 3","3 _ 1 _ 2 _ 4","conjunction_marginal_disjunction","4 _ 1 _ 3 _ 2","1 _ 3 _ 2 _ 4","4 _ 2 _ 3 _ 1","marginal_conjunction_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","4 _ 2 _ 3 _ 1","disjunction_marginal_conjunction",6,"1112","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"57","5eb30a25e47c220ddc0efc91","pair","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","conjunction_disjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","3 _ 1 _ 4 _ 2","3 _ 1 _ 4 _ 2","marginal_conjunction_disjunction","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","4 _ 3 _ 2 _ 1","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","2 _ 3 _ 4 _ 1","2 _ 1 _ 4 _ 3","2 _ 1 _ 4 _ 3","marginal_conjunction_disjunction",5,"1424","Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"58","5e5fd984c7c9ca30f8dd9c00","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 3 _ 2 _ 4","1 _ 2 _ 3 _ 4","1 _ 2 _ 3 _ 4","marginal_conjunction_disjunction","3 _ 1 _ 4 _ 2","4 _ 3 _ 2 _ 1","4 _ 3 _ 2 _ 1","disjunction_conjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","4 _ 3 _ 2 _ 1","marginal_disjunction_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-",7,"1089","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"59","5eebdc0182c47818f576405a","full","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","1 _ 2 _ 4 _ 3","disjunction_conjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 2 _ 3 _ 4","1 _ 4 _ 2 _ 3","1 _ 2 _ 4 _ 3","conjunction_disjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","4 _ 1 _ 2 _ 3","3 _ 4 _ 2 _ 1","3 _ 4 _ 2 _ 1","marginal_conjunction_disjunction","1 _ 4 _ 3 _ 2","4 _ 1 _ 3 _ 2","2 _ 4 _ 1 _ 3","conjunction_disjunction_marginal",2,"1257","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"60","5eebae73e9f1e03485c91537","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","1 _ 2 _ 3 _ 4","1 _ 2 _ 3 _ 4","conjunction_marginal_disjunction","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","conjunction_marginal_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","3 _ 2 _ 4 _ 1","4 _ 2 _ 3 _ 1","3 _ 2 _ 4 _ 1","disjunction_marginal_conjunction","3 _ 2 _ 1 _ 4","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","conjunction_marginal_disjunction",6,"1223","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings."
"61","5e4297a6c99876000f358cf5","pair","2 _ 3 _ 4 _ 1","1 _ 3 _ 2 _ 4","1 _ 3 _ 2 _ 4","disjunction_marginal_conjunction","1 _ 4 _ 3 _ 2","3 _ 1 _ 4 _ 2","1 _ 2 _ 4 _ 3","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","2 _ 3 _ 4 _ 1","4 _ 3 _ 2 _ 1","4 _ 2 _ 3 _ 1","conjunction_disjunction_marginal","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","2 _ 3 _ 1 _ 4","marginal_disjunction_conjunction",1,"1210","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results.,Think about all events at the same time, and then come up with a full ranking simultaneously."
"62","5c93f0f89d6890000143d00f","full","1 _ 4 _ 2 _ 3","1 _ 2 _ 3 _ 4","3 _ 1 _ 2 _ 4","disjunction_marginal_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 4 _ 1 _ 3","3 _ 4 _ 1 _ 2","3 _ 4 _ 2 _ 1","marginal_conjunction_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","3 _ 1 _ 2 _ 4","conjunction_marginal_disjunction",5,"1229","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"63","5c640653838d0900015bb3fe","full","3 _ 4 _ 2 _ 1","3 _ 1 _ 2 _ 4","4 _ 3 _ 2 _ 1","disjunction_conjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 1 _ 3 _ 2","1 _ 3 _ 4 _ 2","disjunction_marginal_conjunction","_","_","_","-","4 _ 1 _ 2 _ 3","3 _ 4 _ 1 _ 2","3 _ 4 _ 1 _ 2","conjunction_disjunction_marginal","2 _ 4 _ 1 _ 3","2 _ 3 _ 1 _ 4","3 _ 2 _ 1 _ 4","conjunction_disjunction_marginal"," _  _  _ "," _  _  _ "," _  _  _ ","-",4,"1351","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about more than two events at the same time and come up with rankings for these events simultaneously. Sort out the full rankings based on these rankings.,Think about all events at the same time, and then come up with a full ranking simultaneously."
"64","5e328fc0a7365325cc819dae","full","1 _ 4 _ 2 _ 3","1 _ 2 _ 3 _ 4","1 _ 3 _ 2 _ 4","marginal_conjunction_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 3 _ 4 _ 2","2 _ 1 _ 3 _ 4","4 _ 1 _ 2 _ 3","marginal_conjunction_disjunction","_","_","_","-","3 _ 1 _ 4 _ 2","4 _ 2 _ 3 _ 1","3 _ 2 _ 4 _ 1","conjunction_disjunction_marginal","3 _ 1 _ 2 _ 4","2 _ 4 _ 1 _ 3","3 _ 4 _ 2 _ 1","disjunction_marginal_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-",2,"1106","Recall or imagine the frequencies of occurrence for each event within some timescale (e.g., twice per year).,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"65","5efe473e63271c33b8744de3","pair","3 _ 2 _ 1 _ 4","3 _ 4 _ 1 _ 2","2 _ 3 _ 1 _ 4","marginal_conjunction_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 1 _ 3 _ 2","3 _ 4 _ 2 _ 1","conjunction_disjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 2 _ 3 _ 1","4 _ 3 _ 2 _ 1","disjunction_marginal_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 4 _ 1","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","marginal_disjunction_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",4,"1094","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"66","5edfc1b775bfd12c8d228aaa","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","2 _ 1 _ 4 _ 3","2 _ 3 _ 4 _ 1","conjunction_marginal_disjunction","1 _ 4 _ 3 _ 2","3 _ 1 _ 4 _ 2","3 _ 1 _ 4 _ 2","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","3 _ 2 _ 4 _ 1","4 _ 3 _ 2 _ 1","4 _ 3 _ 2 _ 1","disjunction_marginal_conjunction","1 _ 4 _ 3 _ 2","3 _ 1 _ 4 _ 2","1 _ 3 _ 4 _ 2","conjunction_disjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",7,"1582","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).,Use other strategies to infer the likelihoods. Please specify in the box below:","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"67","5d7df958cb6cf00001399929","pair","4 _ 1 _ 2 _ 3","3 _ 1 _ 4 _ 2","2 _ 1 _ 3 _ 4","marginal_disjunction_conjunction","1 _ 4 _ 3 _ 2","2 _ 1 _ 4 _ 3","2 _ 1 _ 4 _ 3","conjunction_disjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 3 _ 2 _ 1","4 _ 3 _ 2 _ 1","conjunction_marginal_disjunction","3 _ 2 _ 4 _ 1","3 _ 4 _ 2 _ 1","4 _ 3 _ 2 _ 1","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",6,"1360","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"68","5ed9213610586d469934f074","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","1 _ 4 _ 3 _ 2","1 _ 3 _ 4 _ 2","marginal_conjunction_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","1 _ 2 _ 4 _ 3","3 _ 2 _ 1 _ 4","marginal_conjunction_disjunction","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","2 _ 1 _ 4 _ 3","4 _ 2 _ 1 _ 3","marginal_conjunction_disjunction",3,"1494","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"69","5f1fc37e303dde1f433ef596","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 3 _ 4 _ 2","4 _ 1 _ 3 _ 2","3 _ 1 _ 4 _ 2","disjunction_marginal_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 3 _ 4 _ 2","3 _ 1 _ 4 _ 2","3 _ 1 _ 4 _ 2","marginal_disjunction_conjunction","_","_","_","-","3 _ 2 _ 4 _ 1","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","conjunction_disjunction_marginal","3 _ 2 _ 4 _ 1","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","marginal_conjunction_disjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-",5,"1477","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"70","5c9e5360bb028c00166755fa","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 3 _ 1 _ 4","1 _ 2 _ 3 _ 4","1 _ 2 _ 3 _ 4","marginal_disjunction_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 3 _ 4 _ 1","3 _ 1 _ 4 _ 2","4 _ 2 _ 3 _ 1","marginal_disjunction_conjunction","_","_","_","-","3 _ 2 _ 4 _ 1","4 _ 2 _ 3 _ 1","3 _ 2 _ 4 _ 1","marginal_disjunction_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-",6,"1696","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"71","5d3f12098ea9bd0018b07068","pair","2 _ 3 _ 1 _ 4","2 _ 3 _ 1 _ 4","1 _ 3 _ 2 _ 4","marginal_conjunction_disjunction","2 _ 3 _ 1 _ 4","2 _ 3 _ 1 _ 4","1 _ 2 _ 3 _ 4","disjunction_conjunction_marginal","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 3 _ 2","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","disjunction_conjunction_marginal","2 _ 3 _ 4 _ 1","3 _ 1 _ 4 _ 2","3 _ 1 _ 4 _ 2","marginal_conjunction_disjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-",5,"1215","Imagine the likelihood of occurrence for each event on a probability scale from 0% to 100%.,Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Pick two events from the provide­­d sets of events and perform a pairwise comparison. Sort out the full ranking from a series of pairwise comparison results."
"72","5c73f003181ad3001133614c","full"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 3 _ 2","2 _ 1 _ 3 _ 4","2 _ 1 _ 3 _ 4","marginal_disjunction_conjunction"," _  _  _ "," _  _  _ "," _  _  _ ","-","2 _ 4 _ 3 _ 1","2 _ 1 _ 4 _ 3","3 _ 1 _ 4 _ 2","marginal_conjunction_disjunction","_","_","_","-"," _  _  _ "," _  _  _ "," _  _  _ ","-"," _  _  _ "," _  _  _ "," _  _  _ ","-","1 _ 4 _ 2 _ 3","1 _ 2 _ 4 _ 3","1 _ 2 _ 3 _ 4","conjunction_disjunction_marginal",3,"1495","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about all events at the same time, and then come up with a full ranking simultaneously."
"73","5edd00c1784b939dfd7ccbb4","pair","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","4 _ 1 _ 2 _ 3","2 _ 1 _ 4 _ 3","2 _ 4 _ 3 _ 1","conjunction_disjunction_marginal","1 _ 4 _ 3 _ 2","4 _ 1 _ 3 _ 2","3 _ 1 _ 4 _ 2","marginal_disjunction_conjunction","2 _ 3 _ 4 _ 1","4 _ 2 _ 3 _ 1","4 _ 2 _ 3 _ 1","marginal_disjunction_conjunction","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","NA _ NA _ NA _ NA"," _  _  _ "," _  _  _ ","-","2 _ 3 _ 1 _ 4","1 _ 4 _ 2 _ 3","1 _ 3 _ 2 _ 4","disjunction_marginal_conjunction",3,"1534","Imagine the likelihood of occurrence for each event on a vague probability scale (e.g., very likely, somewhat likely, not likely).","Think about all events at the same time, and then come up with a full ranking simultaneously."
